,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20,Factor_21,Factor_22,Factor_23,Factor_24,Factor_25,Factor_26,Factor_27,Factor_28,Factor_29,Factor_30,Factor_31,Factor_32,Factor_33,Factor_34,Factor_35,Factor_36,Factor_37,Factor_38,Factor_39
emb_dim_0144,0.5083611849517932,-0.5081600383788956,-0.004101296480652624,0.33537368409583096,-0.032458213417336235,0.01186755511632163,0.01518478045393375,0.05751115458398275,0.013403513246192498,0.024853636178760605,0.08092020749952739,-0.010444479443127716,0.18123024218394582,-0.04364383071637495,0.11537373411992857,0.02042596029729331,-0.06964547051516227,-0.03837928342867342,-0.032543591484194515,-0.09104498628828332,0.03057525875280179,-0.11261579118868281,0.08916923489219349,0.2570700619633754,0.008318944810082782,-0.02593707296398665,0.0814491760229532,0.04900393063695888,0.0710992569886295,0.08038588718276413,0.13270443774480425,-0.031005165811226303,-0.017209437069018094,-0.03029099085811854,-0.11310078388160029,-0.033283858331374865,-0.038797561902215234,-0.04912262613504967,0.018361941805542337
emb_dim_0145,-0.6538244946119487,-0.12348429074153443,0.16422951153519794,-0.030138636028580548,-0.10214190726779084,-0.14778409317981958,-0.11379216811774391,0.09292940588586313,-0.041040859301729085,0.1501669249435136,0.16599028698803261,-0.0899274270870278,0.02245980339635725,0.030757890244286896,-0.030002529266260392,0.22553763606931185,0.011380888665176692,0.0725529310631919,0.04800529984005264,0.003521309510772121,0.08226009244815295,0.13663002612984115,-0.009901181555456797,-0.17894691580531483,0.03270216626169993,-0.025969062060683314,0.02196594339511848,0.2385367702781683,-0.02702489433665063,0.06839244679947717,-0.033297782429514845,0.12247623760970004,-0.03812267242978517,0.04874753119466346,0.05878528926153983,0.06996607353889647,-0.001993050667636849,-0.07153944522517579,0.06007113491630427
emb_dim_0146,0.37609178755663886,0.1998513267985237,-0.2622717470270191,-0.3136675300491738,-0.008914756875934456,-0.09126567350617049,-0.25988988069131524,0.12856210315485783,-0.10068577591013188,0.07076575643806962,0.04758482430012465,-0.13939441343176728,-0.05232864507911528,-0.1575803382772352,0.13965639949420783,0.09043332276990985,0.00448048331343408,-0.03072026183464395,-0.1144467941712366,-0.054709855258697496,-0.058797032200278807,-0.07722255420840303,-0.010553030126357341,-0.022758129378613746,-0.06280555626897709,0.22386064257443947,0.02460900686215155,-0.004186843394336103,0.017282636847597833,0.10926422717215284,0.11495390141750478,0.10827267540769872,-0.15881958998110507,-0.0649073529335781,0.021500399162437876,-0.03315929630712164,-0.08547229431649117,-0.003992771665763874,-0.042696670784336685
emb_dim_0147,-0.2886948644854933,0.11074035022451602,0.28877398226022716,0.35268222615045813,-0.08113466940221642,0.12753132900341957,0.13212719948011772,-0.04674698610942922,-0.025783304151376384,-0.0968518968625719,-0.03910833115629585,-0.04361451325048511,0.05653093667715353,-0.20191896063046763,-0.04227175734755942,-0.21407349106993423,-0.03375958008030753,0.014231570843564249,-0.01930556259934064,-0.039435825608478865,0.07186808033634495,-0.04081865750043379,-0.22044907137409875,0.09152799605279553,0.0042442694079466185,-0.08832657347499044,-0.20435130445539884,-0.14168200026732616,0.06367467693955213,-0.07193790275517735,0.012634908616853596,-0.10989268910069198,0.22971439011057443,0.06594208531915846,-0.12870395991963762,0.00530590455401198,0.09699713495982966,-0.1669547672041078,-0.21049434213723986
emb_dim_0148,-0.12088798579377995,0.005716502899923286,-0.5210905023795999,-0.34336290948016895,0.012365271937095693,0.16374455520047854,0.044110160087234083,0.029267276183028306,-0.1372578727045237,-0.12473740340790315,-0.07874498061477925,0.10556180423693028,0.1824167166932229,0.03679036321290645,-0.025946794854835573,0.046268392286737174,-0.0026958726304392813,-0.02513935600679813,0.05651358150626684,0.12472341233757721,-0.15819313520857625,0.029661374731423,-0.1329498334155591,-0.05256856310123039,0.020551106940247667,0.10294354799025615,0.08891647153809078,0.19703255480999013,0.1015753579873886,0.1421881931638829,0.057666042429716007,-0.042318627303647216,0.0361585701758176,0.10451749364606809,-0.08510791337864392,0.0008213124046334595,-0.21453148408817405,0.056665366007493764,0.003642617119288587
emb_dim_0149,0.3959165657502185,0.3956192313607533,0.19893394373007856,0.019776529271061893,0.2509304510807351,0.210420145206285,0.06478358352768375,0.08436133693352049,-0.10839376988304521,-0.055561888187887154,-0.024895338660564526,-0.12203015370199992,0.05522658374734456,-0.08277736903071581,0.08201253137875279,-0.09256785331319675,0.11830154449933045,-0.050313905651282055,-0.016230876220589805,-0.009510032626526322,0.20024784683275934,-0.0013207844108776145,0.03359148955736145,0.10544451444870202,-0.00673670211343942,0.11031686686677881,-0.016192566677599957,-0.1530024820262068,0.0840824951936635,0.04383094641336513,0.0678704189930113,-0.0968431729752904,-0.0013441262574109985,-0.20000151760930676,-0.20170189922277904,0.007398098110319254,-0.022044026895235,0.13863260838904676,-0.04617212399370591
emb_dim_0150,0.17132285588371401,-0.18503190332292224,0.37096136293984117,0.10772379462658432,-0.31305537040007547,0.18269351941436743,-0.06174738862020026,0.06633877982094447,-0.023175854535468877,-0.029875066858131044,-0.06311155243451448,-0.008340340196872121,0.18224480208225374,-0.015302700275561316,0.10313323285818968,-0.11206409575229682,-0.06687249345838485,0.1607462922847846,0.07718233801155734,0.06482789952128462,0.1111785923393477,0.04759744426219874,-0.009501204272018851,0.3137682737370569,-0.07198028016596635,0.015428235715546385,0.013796733194602739,0.16862057057328,-0.05230506476716602,-0.022792842493404065,0.06350828689909263,-0.03627553662732792,-0.07311726671968859,0.021451819695635796,0.016838391678036555,0.22450253833683065,0.017776349181648544,-0.13089559663310138,0.062196068630219516
emb_dim_0151,0.3501351426083605,0.5094093329841045,0.12032739319140062,0.1169978097229024,-0.2623749107536111,0.17583918312324529,-0.19335171593545905,0.06814524724461815,0.11573173849141184,-0.10579949765621825,0.11956394105468963,-0.044884711467199113,0.04409742850627465,-0.04477655339676011,0.08340038267225945,-0.12924469250130402,-0.09359905029340858,0.07450677992761608,0.046639551459187543,0.09515470752784676,0.09453790065420874,-0.05520270983864441,-0.013889956430309757,-0.010515510704287698,0.05614590341955855,-0.028048840622017013,0.17461629597830147,-0.05221029503127582,-0.1312200018539054,0.0784091035969971,-0.10054728492607175,0.13996268210738474,0.07525564153248335,-0.010150651964538711,0.05054098490788883,0.08731899687153824,0.0508760589398173,-0.08816863307338815,-0.032332614346754836
emb_dim_0152,0.15616033291775294,-0.03218381580740097,-0.7749167827467729,-0.045046149798570266,-0.07228782397437325,0.10637706706742885,-0.017220722390684482,-0.06827826866061601,-0.03647641435491673,0.05883775850990848,0.04559883867736559,0.05296154891010466,-0.04047579843191003,0.005472708534392867,0.008548362209306687,0.041573195785383245,0.03187405848111374,0.004972770346687893,-0.15887936439632608,-0.17145124057027913,-0.002252176202942296,0.18046650258091693,0.1062252941362575,-0.024095475837166865,0.02999606771375417,-0.14246937121758124,0.0029276357584170133,-0.02166086047342743,0.05391868756386703,-0.06621250859288136,0.18600092216324,0.04213140403712925,-0.07391882070046948,-0.08796716669777858,-0.022402488083379687,0.005716011902602699,0.0517409494081839,-0.10772730293265595,0.09020440907475402
emb_dim_0153,0.2732164250183674,-0.1536108653327329,-0.5159906981495728,-0.23925319480972254,0.037531558511286096,0.10728176554320523,-0.22915878990558874,0.008994165754987762,0.204245193693107,-0.04372186135145262,0.007230431898779882,-0.009696408915452617,-0.27496492763339514,-0.02601064062748968,-0.03211595303955968,0.07159018473813143,0.013575620529165269,-0.0045656492470332105,0.2610430833075865,0.07331964619333356,-0.00846879087530889,-0.09478554261250247,0.13516120911573917,-0.08943813609669808,-0.10572789737202619,0.07281948074929787,-0.012003747932494062,-0.13835186889208112,-0.09006410980718964,-0.019648537822622172,-0.28348656333696876,-0.02795978650289048,0.0432175053299174,0.02171434438277425,-0.07358874905234852,0.012466049310157124,0.08118449685268993,-0.059769955243275726,-0.036282409358056864
emb_dim_0154,0.1147222620475806,-0.11444050027608312,0.09652078714469255,-0.0790204166034694,0.13113158545083492,0.009589069342519244,-0.07641752649945698,0.059794671905017284,0.049450410580937,0.78924106684292,-0.000504589671742554,-0.022130627431325232,0.05472814645884708,-0.06690207676852816,-0.061627926296943025,0.04643778645799959,-0.0008102981869987668,0.08665581007655214,-0.030823396076822513,0.004911322412550494,-0.023112306870390485,0.029103798788146246,-0.01837213894645527,-0.026072267843963916,0.06184654380678584,-0.0075465093015688964,0.04246270104437011,0.007633718302689282,0.04202065663096335,-0.08260138424922933,-0.04873329278295006,0.09553708906261747,-0.010094504617386663,0.030523825890582754,-0.04275785528979795,0.000978662714444203,-0.022259376154034744,0.006124194513167765,0.044993371613243745
emb_dim_0155,-0.07331610883712489,-0.6515863954635014,-0.21140640966995405,-0.10301611448180875,-0.034722209993067375,0.12010848846379085,0.04305072373431345,-0.23238677754844472,-0.05324190471482411,0.17262627028049898,-0.004504402160031975,0.06571619163097218,0.19278646126241777,0.22440242226128526,0.0005914652341955145,0.04924672130876169,0.058148016550015946,0.12033684198904127,-0.06348981333428609,0.035395642992643056,0.056243653433454464,0.05119108972195728,-0.030527899336305852,-0.05371604725576467,-0.14685213694979968,0.022316412423616306,0.04368370896184823,0.07007207849608636,-0.041454177113761655,-0.16100178587675412,0.03769967254683044,-0.08228625911612987,0.07033832184343805,0.04306048704282071,-0.06870649088450476,0.018100490083007962,0.07441331890231472,0.11708037661715671,-0.09781231124989406
emb_dim_0156,-0.19806939049465616,0.48563451498374366,-0.04217133504543295,-0.3193120616986461,-0.0014849551746150505,0.014660293942851788,-0.10128253378485083,0.04462413431362,0.0663297064016528,-0.17275131230886892,-0.17623191195783325,0.018449385193977354,-0.09046444056337344,-0.14187171227356632,0.0665371847936968,0.12333524779015602,0.15085564445388158,0.001556150107957529,0.11278534290863697,-0.08804259584535869,-0.09474966579351816,-0.03177809571976729,0.0002698728447453995,-0.12610151335305894,0.15496616834241342,-0.05008103402917583,-0.05091891488658565,-0.04006587477723831,-0.13998189097578226,0.33645654079431875,0.07938481331943717,0.1827797960872883,0.04732204435552571,0.004368116111157681,0.0886868035615468,0.0017864960014227897,0.1364633759996258,0.0916238260413396,0.026323851949338416
emb_dim_0157,-0.37365163319486794,0.23131186736813844,0.22866175824656707,-0.14587134670482566,-0.06217985924745688,-0.10492115449791063,0.00015604328743671521,-0.05914570112081049,0.10361445451436739,-0.14483951634219025,0.004710033263449205,0.04416386201119741,0.033626219947647834,-0.19693589168117273,0.01027666621116505,0.1199909006550858,-0.02359031655979052,0.15020696388231786,-0.2501392363157251,-0.07825906150622017,0.14739127691334147,0.017759971251045656,0.025769100860479545,-0.006901346502303543,-0.19240958650616002,0.05493458959718756,0.178802394465069,-0.06872256607439677,-0.007820012735967753,0.07092556659961614,-0.04460740814328018,-0.05528820324198225,-0.054579999478612924,0.12818028803876325,0.4870719211874884,-0.037900612781360116,-0.10616398780747857,-0.0523538401450942,-0.03432965127838578
emb_dim_0158,-0.7782323133982129,0.14181666445172855,-0.3718884074102297,-0.018108850695919762,-0.0010441665548648448,0.08878524380169704,-0.018520183273095746,0.06836938175144613,0.010904506895256625,0.04307899813751393,0.02924903407360599,-0.09404892890190983,-0.06402073184846507,0.015604231093778351,-0.05994550356541779,0.06617066239013594,-0.034574702057256546,0.0001653349145784558,0.0569550808019819,-0.0702399383093758,0.03589452187452023,0.0596240544498486,-0.05574210925745463,0.05255239530527025,0.03432572106631229,-0.013429949666920935,0.020706975117340445,-0.05607767323968112,0.017237997582894623,-0.03110336964607704,0.015018993231185196,-0.06694899429122941,0.050082729588424205,0.020080727357385003,0.09797350852194474,-0.006371484151449997,-0.17502590522872322,-0.020638340076770414,-0.04524866068174836
emb_dim_0159,0.731645119397413,0.17092140010738988,-0.29075034094490115,-0.009320627527952829,0.011826803752341663,-0.020050980217724414,-0.06177640430233418,0.13542082091092486,0.09673029188053453,-0.05591036352076352,-0.05049695390298712,-0.19613663236437057,-0.019965556085692924,-0.08197915865985188,-0.12125205230926564,-0.09616108286085945,0.0068128324931010465,0.026368179607322403,-0.0140190970450456,-0.04668156381849018,0.010885190934103891,0.001678607523478495,0.05949479448383262,0.023946293167877473,0.09096586618015663,0.011141411805148807,0.03366238240715957,-0.14050074761143552,-0.0699135325887259,0.17441355611855408,-0.0998732539479499,0.07733224709077778,0.12109507223095106,0.05527664724069827,0.019659856072160368,-0.02346433397134753,-0.009849741412510908,-0.05006867201802865,-0.12052256852100038
emb_dim_0160,-0.10683197520402743,-0.16070406043864788,0.17930980336961727,-0.10714233247149053,-0.0740902696353895,0.08090728122214363,-0.08179472479458252,-0.023914797239913115,0.05643174224553712,-0.009357126975863826,-0.011033035249549758,0.1611684705402594,0.055046750486782474,0.00867152429725389,0.030076538916122383,-0.032171108956471864,0.00464008435152182,-0.042400877012634564,0.13988217196610042,-0.008550027255982012,-0.0905813820960845,0.12432885982929182,-0.018668493543477663,0.10129916029616766,0.04530478257299176,0.027457379696748302,-0.018791852720774802,0.7049690075953977,-0.02129733997757267,-0.10856272108319723,-0.07399713895066827,0.07101710748116724,-0.05045740273760934,0.10731765984495652,-0.05863287527111665,-0.0022538559465658044,-0.03861625796593656,0.02306416498260255,-0.07056421647216837
emb_dim_0161,-0.3684582139671295,0.024899869018416038,0.1627456468333544,0.34331946373058686,-0.2767523870410315,0.13491833515988091,-0.0017128731051260528,0.07492242267448485,0.04429753333403497,-0.09808622155634258,-0.1546023009839676,0.011740235370763694,-0.08048345675612047,0.11117021510041963,0.32236744469813383,-0.1189305458048798,-0.0662171611723486,-0.03957668831655003,0.004476697840189302,-0.03650915890328631,0.0993029837391007,-0.06952538175725387,0.009467602841113488,0.07728529131606182,0.031916644299141345,0.030436332856144995,0.03399986652538872,0.11577546278176859,0.001891820059769745,-0.09797698656106697,0.12276657605924286,-0.3044132749109653,0.10797086733269225,0.11888188351986792,0.014048348722797423,-0.10296802844805174,-0.1776829209537989,-0.020980477240826998,-0.024220612898002224
emb_dim_0162,-0.04102876549694552,0.0010277532340308058,0.5903412085388946,0.1276485321227831,0.3080484268775265,-0.1932687603392046,0.14813710735726413,-0.03543897009000733,0.00473173344870216,-0.03292502512911462,0.009028140417883124,-0.042792344792584924,0.024724295086472975,0.1328597763641899,0.11694387075639855,0.09914497496755996,0.20905753800354376,-0.007238279072379072,-0.1347641927175694,-0.020740520184832217,-0.05611359680238312,9.122774351423896e-05,0.0889325168178424,-0.07258854200505431,0.06760946527873368,-0.019853242530227532,-0.15256372323725118,-0.06097570005203537,-0.020275223778203247,0.08514684690634587,0.15200601032290045,-0.09219104704287198,-0.10419866817495942,-0.19636410930762382,-0.0013890617588606638,-0.06325785306722194,0.00577590711649196,0.09955095170181678,-0.21769930812567123
emb_dim_0163,0.060265124569543416,-0.24671114295389265,0.3615067668597756,0.07639170997302067,-0.08731038301348633,0.06799705511240477,-0.05026983818239364,-0.2660775550944059,-0.01084114495707323,-0.13123007264562617,-0.17050891878053195,0.03242893872278532,-0.0753763904247548,0.056328013239267595,-0.0653091897251017,-0.09178933353834626,-0.056949671974851984,-0.11334941220154572,0.25268103609639586,0.19162076920313223,0.052189714719683526,0.0394519300188826,-0.08730145105688178,0.01898164491774648,0.05908946360676205,0.20107219947925156,-0.03654765296974345,-0.27280973393276636,-0.1672579194802743,0.1710901918478126,-0.07147284617559953,0.03031596271864113,0.04019835728688716,0.023199295366938398,0.18581336009910285,-0.1206668310338222,-0.03861309441151594,-0.05699206875377365,-0.005073944201976722
emb_dim_0164,-0.0220323097400859,-0.22953196574516324,0.1597898365058308,0.08748289290319457,0.1678939022614636,0.026424287450348555,-0.02737992022318409,-0.11931633395604495,0.046458227798568764,-0.029456626605953364,-0.009672610375906832,0.10612916820724154,0.026186133336019154,-0.08647802589628871,-0.013523467630573176,-0.0795259111228115,0.006326271877803306,-0.19152192728151973,-0.013863675277642956,-0.02218822831226596,-0.01548029656008717,-0.009960942419506229,-0.008267477912063684,-0.02082556680529889,-0.05876656539162001,0.02472414421511374,0.08344125170241189,-0.08525943187696199,0.17412953822629115,-0.07069156927051469,-0.07717286862543583,-0.0814113669065759,0.049446381932150625,-0.6923247271424281,-0.008236902252147233,-0.0108708109189647,0.06246003541698787,-0.008874590110740812,-0.07648357075307129
emb_dim_0165,-0.05022454044882555,0.28116520229354935,-0.17272345719311616,-0.08616650655423243,0.06163431698889362,-0.08392871230466065,-0.09203298128172778,-0.031875256016369494,0.1612294038069178,0.12960040770018214,0.10050579985075005,0.2560689930760903,-0.09146512124371406,-0.2821787051254096,0.11934302833876789,0.06366358237551092,-0.22511947666561533,-0.028944316502232018,0.09142750305069489,0.024535847296853864,-0.07208311500336025,-0.09235136720035987,0.20736430458198085,0.010694702867702938,-0.3316245039955137,0.05986898214876244,0.18449216738228982,-0.2581335438028672,0.13106403065286323,-0.05434885446352508,-0.03218258359763425,-0.07857557133634141,-0.029028369006706325,-0.04910167136641143,0.10701803219076743,-0.07228111011720818,-0.07172489730462048,-0.07767420867790929,0.02574858824955249
emb_dim_0166,0.6669794656073267,-0.0488866019915708,0.15663675345962544,0.04658169050662405,-0.2664275395887182,-0.05897123960517784,0.181531693462659,-0.05870198450210579,-0.055881452598283775,-0.07791595148021539,0.03303114365750314,-0.05828312481913514,0.07761913393614407,0.20792332653675707,0.1483366590421272,-0.21233689298712377,-0.027854155068470995,-0.05831948049102998,0.13148278785597964,0.014918263286496697,0.04612616610626351,0.007374554026615984,0.03687095237189415,-0.06810957903927765,0.1351803712344106,0.022113697612390126,-0.013739006558816979,0.00813457579098133,0.07227363541948363,-0.006593739850373248,0.05023532328886335,0.07669948456488923,-0.052119553000050785,0.12759848860554457,-0.03406127161988536,0.018748924117013437,-0.026954517241398645,-0.1133973550819826,0.07646818112671806
emb_dim_0167,-0.43187037483625484,0.371555526600099,0.15714392628137178,-0.3584608409366246,0.348694213679124,-0.03450326220895332,-0.002512143388338956,-0.05690811921455817,0.06083631967225937,-0.04657042939998961,0.05926193842571477,-0.04410901801463298,-0.1776604330518926,-0.09785405622645758,-0.04524628460455947,0.0605829836552018,-0.004612131682206556,-0.13115496002923296,-0.08509955122456735,0.10056701750881267,-0.1026862560394151,0.06385125396853716,0.04233862901398771,0.11348309322479384,-0.11531826664849738,-0.0947321437093428,-0.048219264309526416,-0.1053292539538317,-0.11934043757967139,0.07201173830441855,-0.07574483866233978,0.016670233646246244,-0.09374118710108235,-0.034494694054447085,0.12458311467894251,-0.017906617335848102,0.0359864271864724,-0.0877292988081316,-0.005359519665656208
emb_dim_0168,0.26725791241246394,-0.11065810237160327,-0.3464606026733382,-0.05513633530231455,-0.24552960615129418,0.043205829482603174,-0.05438988207061134,-0.09084560529906888,-0.20167347566292854,0.019166423738648908,-0.005593528397800937,0.12835147171933842,0.20498845150191128,0.07544994151925691,-0.03305902985545824,0.11727283177102335,0.0546519852393895,-0.04469483958700765,0.25266926029549747,-0.08828910937324115,0.07565211458115975,0.09313012497843427,-0.025308159732857476,0.30172734996513373,0.02591642527078448,-0.09718238816877582,-0.12562899963433102,0.19494093387603342,-0.013889700379738874,0.17427204149047765,0.1761608837639179,0.1617918612918265,0.09838543963189912,0.038054826222651605,0.05231025253713921,-0.02795014710863718,-0.04262789761619199,0.059796286462568564,-0.054317869171813526
emb_dim_0169,0.39918455140280124,-0.027352411225254523,0.10489155825095867,-0.1707434368618196,-0.11603727901491737,0.20085803116083692,-0.023219392264288232,-0.08406636186718791,-0.10368038811448833,0.08960994527826932,-0.1333072009369302,0.12229486531181012,0.22060916919916918,0.18618152173376395,-0.07932450969579166,-0.08675611367310283,-0.03512398073016719,0.08900208353443537,0.21466598290052422,-0.12155719143573022,0.08730835059453554,0.015672441237868266,-0.10129003614661965,0.31935756953544564,0.06452365621729873,-0.0031462701053033212,-0.04745973178834766,0.2063082651761387,0.04568612232514368,0.07052063835234457,-0.07285851559158987,-0.22760903463172116,-0.05008054012584629,-0.03805175668805097,0.14765478762894202,0.03661195814242483,0.09027002316128635,-0.11261200319553985,-0.05701044492961094
emb_dim_0170,0.6487129162342891,-0.09769115786651514,0.5931437844381705,0.10178382840333415,-0.02851518486046934,0.025825204891945328,-0.11263547119912237,0.015711740329331685,0.013482597756359193,0.12047760953339302,0.03964767462709986,-0.011706825613560127,0.1042643274357179,0.09085264858569365,0.05393713155643571,-0.1172043707068763,0.024669143923391902,0.037353899360720914,-0.09694989115692886,-0.06165507019250054,-0.06183826246837181,-0.04883698540993254,-0.002862820914285668,-0.01016274232726239,0.007825377975380111,0.041179818759579254,0.09066795182106537,-0.008599580385284314,-0.012676992669210137,0.06671696632307322,-0.07022009603922877,-0.028507655334191313,0.011400648418586918,0.0681686149889602,0.020275319934306948,-0.06379202289713784,-0.014400972056504799,-0.021588488261283595,0.004239363071707223
emb_dim_0171,0.3874852621323406,-0.4584536326302305,0.3007078163757838,0.2735332293956609,-0.3001967902425238,-0.049594318047514435,0.006346612562863984,0.05732773153988862,-0.03674904389675941,-0.09127476879763585,-0.023266152790688537,0.10381251873083382,-0.005867937126253758,0.09143671748716155,-0.04728182453583961,0.1566048722502251,-0.0748109857504891,0.04275952473732008,0.041892150693293516,0.10565996391578263,-0.001832530899128205,0.058290439485158,0.025193454924175726,0.13153186428313587,0.0011257822771278446,-0.0820641491421186,-0.010194006449736314,0.1874900886661648,-0.012772967098698991,0.07669482344665937,0.03581490522557271,-0.014518209679753726,-0.02202203048235185,0.06343382219126176,-0.09746827761799916,0.13145249342561477,0.17889516477781403,0.0596383026167917,0.07810194447600059
emb_dim_0172,0.14123783999210213,-0.22280530056227982,-0.12614109355353081,-0.1561644191672193,0.17498295643554124,-0.01454958546869655,0.0775053865672338,0.15573761181143655,-0.03999379211890884,0.048643114683784204,-0.06160157484769915,-0.2148150154894753,0.13750016331257103,0.19973723728488896,0.1151951484434052,0.4589781484020867,-0.13643223895542023,-0.12657771445776347,0.06719878467231238,0.11700573824844498,0.1643838175514515,-0.057242413796831884,-0.0640732488887882,0.03602734318643908,0.1583835802345221,-0.16550779299162802,0.17217128422875771,-0.08456455519788392,0.09857093575240755,0.043151652257099486,0.12332462665542593,0.05687419501419199,-0.08686281230755502,0.007906789246030988,-0.04153373031998696,0.056366526166657105,0.03797465357468646,-0.017792816379863744,-0.027686601911543093
emb_dim_0173,0.29586681758287936,-0.10839982970346458,0.37334853898036136,0.1513039697472261,0.017015754180377037,0.02047538224742981,-0.11709308000988826,0.14647637029623858,0.14346880052203176,0.0048628696231754415,-0.20125348698622542,0.11087179803300201,-0.08970494528433437,0.13326072407464146,-0.05604473322741493,0.03891710573580235,-0.2282449421135655,0.015868071189639434,0.26518392647632105,-0.08941243168795296,-0.0436618552405126,-0.12938208195860385,0.13402036634681025,0.16272660355504096,-0.01781121193768776,-0.024742466935492837,-0.0467732802940154,0.1516295123993717,-0.1765570365967118,0.052395416968547,0.026467053752991805,-0.18443238690008318,-0.16741259470917952,0.12808183364266174,-0.10685986154877596,0.07305784926391137,0.0396505677116642,0.1591627110737618,-0.005171642469405178
emb_dim_0174,-0.8493973546031287,-0.02871231177246471,-0.13907369758169125,-0.1664429919974256,0.02887115617201342,-0.05579050383577796,-0.035535963502199945,0.015327680058614162,0.05647456887081091,-0.057176173936769194,0.0411812446844954,0.05552767890461976,-0.061296902923012084,0.14293332361014002,-0.03588893285082144,0.09804507518115074,0.019323312661238646,0.08413365596748157,-0.05099501814621533,-0.0475161494604083,-0.06361652507859754,-0.03565881964051155,0.05149806026551424,-0.11054849181266989,-0.029803137506135526,-0.01561833319871537,-0.014220472769651668,0.05774113299279454,-0.04689253230003189,0.043652375434974015,-0.06780641045541747,0.08459559208621158,-0.07917915485926927,0.06536272776219854,-0.027005647090373532,0.0464327947504925,0.008588596732572496,-0.04928661585532156,0.024847101289597134
emb_dim_0175,-0.5855933121548598,0.07823983118653807,0.05995162200787499,-0.18339347741948014,0.049820939042265096,0.26202359573438083,-0.18226127317120655,-0.0035581402093327465,0.10429784829241617,0.02618159004449888,-0.07007426506871732,0.06258376901411969,-0.01694158841347555,-0.03346975804468524,-0.026316893466950535,0.11528239739819643,-0.10390470273095526,0.05013954943275957,-0.07358810873323043,0.1529294637794029,-0.10905493323153141,-0.11092556184862319,-0.13351092501058207,0.04378071269418612,0.07849660510005482,0.1286115893138923,0.027487776007856405,0.1857986437748494,-0.10038965880891129,-0.09684304971951417,-0.01492281360318003,-0.08676645065349249,-0.18318969368419755,0.033913827236745325,-0.05181778488462131,0.025651764978332752,0.08894279714030139,0.02810921519721549,0.07119869352074416
emb_dim_0176,0.05611298529610737,-0.8588933692670753,-0.04154377092759363,0.11278508612794505,0.09647186533801776,-0.005970095993904418,0.015959003426466736,0.02307981987478144,-0.02032421821066442,0.2047647930835073,0.119841668382932,0.05441563677460811,0.018665165931959663,-0.07024447515886555,0.03166038187635572,-0.015628949285590235,0.04273479270481768,-0.016369790333050475,0.0837487709340797,-0.005314436043446854,-0.05872609902026507,0.025009572605280243,0.11378050293469935,0.019650846754472356,-0.09817812606205685,-0.017422958319722792,-0.00851597522461708,-0.01896399240775328,0.11617774682529856,-0.08049962584073327,-0.01904561048020347,-0.06979568998020749,-0.029073512108346845,-0.08720092154429449,-0.0338698888055252,-0.002158987442554514,-0.06547362701597906,-0.11089437885185091,0.03692334451836705
emb_dim_0177,-0.5169608050393768,0.4813895326706627,0.18583410475416914,-0.2291478657623282,-0.1427492117134958,0.04304210975788347,0.02286778179202045,0.05154678282846751,0.1466801844029255,-0.1888849775215562,0.036863117667026074,-0.11193417514449114,0.05523248692461565,0.02291014025298071,0.056899306921395686,0.10263855538805164,0.06182791890353382,-0.14579714335689736,0.040922322632276194,0.039590558702168786,-0.020500942428659127,-0.09864860109729347,0.10506443481904819,0.08844506436822636,0.07282526509011318,-0.03341399809041455,0.08926034579518001,-0.09410659073866831,0.040367950595881275,0.137004439489933,-0.06316727868620442,-0.06987865169007797,-0.04425675937703064,0.000577433873073473,0.11315012961293172,-0.12272063752275751,0.0882942178303973,0.002632879282341476,-0.05498631772562209
emb_dim_0178,0.47668658753550197,-0.12652226716941717,-0.4919856409967614,-0.20554593449886666,-0.0051758293351587045,-0.37159750964931215,0.04991655914555107,-0.17090502658714568,0.12424911416010789,0.12287392783435086,-0.0038315305906966336,0.043495636799835806,0.01102430392080678,-0.028727512125949085,-0.16056388290168996,0.07211397628397312,0.004818940038786654,0.05583818675420363,-0.04775418240991319,0.032972597383111285,-0.06529659658084006,0.018540045012449928,0.10968911249419275,-0.16036986797078548,-0.02010802525673966,0.02342790084397327,0.10897584993223274,-0.07082327747256281,-0.09516019593017837,0.06634316982875489,-0.17258638728540207,0.060429177215063606,0.10117459915168592,0.04230568371435863,-0.05771620177569796,-0.0010080372674337761,0.08288725047293771,0.05846174366803225,0.029583770084922023
emb_dim_0179,0.4359369193193962,0.2059226105657234,0.11580843211802375,0.2014051414920531,-0.28301992581492486,0.2018051605412868,-0.010246213651844237,0.08346226726455834,-0.21484574628264744,-0.020553087252181326,0.03670899447869715,-0.011424225386502175,-0.1550859432679161,-0.02071335123804357,0.10244855211041136,0.07639570138865705,0.0752845095232993,-0.028496389891357655,-0.017515658868575493,0.02003823764139837,0.0782636169587801,0.07510458264080751,0.21320796142378218,0.04813938874311881,0.03569013444395778,0.17832884753440567,-0.010265084474860653,0.24118666377695355,-0.022628329384126056,0.16811216703915366,0.10484259864179,-0.17113307815192683,-0.027479588174519832,0.1103111677996392,-0.03603233132595579,0.016885455831628916,0.04281666749062634,-0.036809010239089855,-0.06312001574468554
