START_SCL_FEATURES {'scl_records': 198, 'already_done': 0}
SCL_FEATURE_OK 91 S2B_MSIL2A_20220913T153619_N0510_R068_T18NUK_20240731T161858 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=09/tile=MGRS-18NUK/S2B_MSIL2A_20220913T153619_N0510_R068_T18NUK_20240731T161858.parquet
SCL_FEATURE_OK 92 S2B_MSIL2A_20220913T153619_N0510_R068_T18NUJ_20240731T161858 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=09/tile=MGRS-18NUJ/S2B_MSIL2A_20220913T153619_N0510_R068_T18NUJ_20240731T161858.parquet
SCL_FEATURE_OK 93 S2B_MSIL2A_20220923T153619_N0510_R068_T18NUK_20240730T185836 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=09/tile=MGRS-18NUK/S2B_MSIL2A_20220923T153619_N0510_R068_T18NUK_20240730T185836.parquet
SCL_FEATURE_OK 94 S2B_MSIL2A_20220923T153619_N0510_R068_T18NUJ_20240730T185836 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=09/tile=MGRS-18NUJ/S2B_MSIL2A_20220923T153619_N0510_R068_T18NUJ_20240730T185836.parquet
SCL_FEATURE_OK 95 S2B_MSIL2A_20221003T153619_N0510_R068_T18NUK_20240731T195704 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=10/tile=MGRS-18NUK/S2B_MSIL2A_20221003T153619_N0510_R068_T18NUK_20240731T195704.parquet
SCL_FEATURE_OK 96 S2B_MSIL2A_20221003T153619_N0510_R068_T18NUJ_20240731T195704 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=10/tile=MGRS-18NUJ/S2B_MSIL2A_20221003T153619_N0510_R068_T18NUJ_20240731T195704.parquet
SCL_FEATURE_OK 97 S2B_MSIL2A_20221222T153619_N0510_R068_T18NUJ_20240807T044726 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2022/month=12/tile=MGRS-18NUJ/S2B_MSIL2A_20221222T153619_N0510_R068_T18NUJ_20240807T044726.parquet
SCL_FEATURE_OK 98 S2A_MSIL2A_20230106T153621_N0510_R068_T18NUJ_20240808T083901 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=01/tile=MGRS-18NUJ/S2A_MSIL2A_20230106T153621_N0510_R068_T18NUJ_20240808T083901.parquet
SCL_FEATURE_OK 99 S2A_MSIL2A_20230116T153621_N0510_R068_T18NUJ_20240811T115319 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=01/tile=MGRS-18NUJ/S2A_MSIL2A_20230116T153621_N0510_R068_T18NUJ_20240811T115319.parquet
SCL_FEATURE_OK 100 S2A_MSIL2A_20230126T153621_N0510_R068_T18NUK_20240812T132717 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=01/tile=MGRS-18NUK/S2A_MSIL2A_20230126T153621_N0510_R068_T18NUK_20240812T132717.parquet
SCL_FEATURE_OK 101 S2A_MSIL2A_20230126T153621_N0510_R068_T18NUJ_20240812T132717 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=01/tile=MGRS-18NUJ/S2A_MSIL2A_20230126T153621_N0510_R068_T18NUJ_20240812T132717.parquet
SCL_FEATURE_OK 102 S2A_MSIL2A_20230205T153621_N0510_R068_T18NUK_20240815T042649 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=02/tile=MGRS-18NUK/S2A_MSIL2A_20230205T153621_N0510_R068_T18NUK_20240815T042649.parquet
SCL_FEATURE_OK 103 S2A_MSIL2A_20230205T153621_N0510_R068_T18NUJ_20240815T042649 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=02/tile=MGRS-18NUJ/S2A_MSIL2A_20230205T153621_N0510_R068_T18NUJ_20240815T042649.parquet
SCL_FEATURE_OK 104 S2B_MSIL2A_20230210T153619_N0510_R068_T18NUK_20240813T214510 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=02/tile=MGRS-18NUK/S2B_MSIL2A_20230210T153619_N0510_R068_T18NUK_20240813T214510.parquet
SCL_FEATURE_OK 105 S2B_MSIL2A_20230210T153619_N0510_R068_T18NUJ_20240813T214510 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=02/tile=MGRS-18NUJ/S2B_MSIL2A_20230210T153619_N0510_R068_T18NUJ_20240813T214510.parquet
SCL_FEATURE_OK 106 S2A_MSIL2A_20230225T153621_N0510_R068_T18NUJ_20240818T070745 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=02/tile=MGRS-18NUJ/S2A_MSIL2A_20230225T153621_N0510_R068_T18NUJ_20240818T070745.parquet
SCL_FEATURE_OK 107 S2B_MSIL2A_20230302T153619_N0510_R068_T18NUJ_20240818T033845 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=03/tile=MGRS-18NUJ/S2B_MSIL2A_20230302T153619_N0510_R068_T18NUJ_20240818T033845.parquet
SCL_FEATURE_OK 108 S2A_MSIL2A_20230317T153621_N0510_R068_T18NUJ_20240823T083936 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=03/tile=MGRS-18NUJ/S2A_MSIL2A_20230317T153621_N0510_R068_T18NUJ_20240823T083936.parquet
SCL_FEATURE_OK 109 S2B_MSIL2A_20230401T153619_N0510_R068_T18NUJ_20240828T071757 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=04/tile=MGRS-18NUJ/S2B_MSIL2A_20230401T153619_N0510_R068_T18NUJ_20240828T071757.parquet
SCL_FEATURE_OK 110 S2B_MSIL2A_20230501T153619_N0510_R068_T18NUK_20240908T081411 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=05/tile=MGRS-18NUK/S2B_MSIL2A_20230501T153619_N0510_R068_T18NUK_20240908T081411.parquet
SCL_FEATURE_OK 111 S2B_MSIL2A_20230501T153619_N0510_R068_T18NUJ_20240908T081411 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=05/tile=MGRS-18NUJ/S2B_MSIL2A_20230501T153619_N0510_R068_T18NUJ_20240908T081411.parquet
SCL_FEATURE_OK 112 S2B_MSIL2A_20230511T153619_N0510_R068_T18NUK_20240906T062843 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=05/tile=MGRS-18NUK/S2B_MSIL2A_20230511T153619_N0510_R068_T18NUK_20240906T062843.parquet
SCL_FEATURE_OK 113 S2B_MSIL2A_20230511T153619_N0510_R068_T18NUJ_20240906T062843 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=05/tile=MGRS-18NUJ/S2B_MSIL2A_20230511T153619_N0510_R068_T18NUJ_20240906T062843.parquet
SCL_FEATURE_OK 114 S2B_MSIL2A_20230518T152639_N0510_R025_T18NUJ_20240906T090343 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=05/tile=MGRS-18NUJ/S2B_MSIL2A_20230518T152639_N0510_R025_T18NUJ_20240906T090343.parquet
SCL_FEATURE_OK 115 S2B_MSIL2A_20230531T153619_N0510_R068_T18NUJ_20240908T004752 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=05/tile=MGRS-18NUJ/S2B_MSIL2A_20230531T153619_N0510_R068_T18NUJ_20240908T004752.parquet
SCL_FEATURE_OK 116 S2B_MSIL2A_20230610T153619_N0510_R068_T18NUK_20240912T091853 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=06/tile=MGRS-18NUK/S2B_MSIL2A_20230610T153619_N0510_R068_T18NUK_20240912T091853.parquet
SCL_FEATURE_OK 117 S2B_MSIL2A_20230610T153619_N0510_R068_T18NUJ_20240912T091853 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=06/tile=MGRS-18NUJ/S2B_MSIL2A_20230610T153619_N0510_R068_T18NUJ_20240912T091853.parquet
SCL_FEATURE_OK 118 S2B_MSIL2A_20230620T153619_N0510_R068_T18NUJ_20240910T093212 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=06/tile=MGRS-18NUJ/S2B_MSIL2A_20230620T153619_N0510_R068_T18NUJ_20240910T093212.parquet
SCL_FEATURE_OK 119 S2B_MSIL2A_20230710T153619_N0510_R068_T18NUJ_20241010T223120 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=07/tile=MGRS-18NUJ/S2B_MSIL2A_20230710T153619_N0510_R068_T18NUJ_20241010T223120.parquet
SCL_FEATURE_OK 120 S2A_MSIL2A_20230715T153621_N0510_R068_T18NUK_20241012T211413 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=07/tile=MGRS-18NUK/S2A_MSIL2A_20230715T153621_N0510_R068_T18NUK_20241012T211413.parquet
SCL_FEATURE_OK 121 S2A_MSIL2A_20230715T153621_N0510_R068_T18NUJ_20241012T211413 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=07/tile=MGRS-18NUJ/S2A_MSIL2A_20230715T153621_N0510_R068_T18NUJ_20241012T211413.parquet
SCL_FEATURE_OK 122 S2B_MSIL2A_20230720T153629_N0510_R068_T18NUK_20241013T101620 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=07/tile=MGRS-18NUK/S2B_MSIL2A_20230720T153629_N0510_R068_T18NUK_20241013T101620.parquet
SCL_FEATURE_OK 123 S2B_MSIL2A_20230720T153629_N0510_R068_T18NUJ_20241013T101620 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=07/tile=MGRS-18NUJ/S2B_MSIL2A_20230720T153629_N0510_R068_T18NUJ_20241013T101620.parquet
SCL_FEATURE_OK 124 S2A_MSIL2A_20230804T153621_N0510_R068_T18NUK_20241026T133911 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUK/S2A_MSIL2A_20230804T153621_N0510_R068_T18NUK_20241026T133911.parquet
SCL_FEATURE_OK 125 S2A_MSIL2A_20230804T153621_N0510_R068_T18NUJ_20241026T133911 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUJ/S2A_MSIL2A_20230804T153621_N0510_R068_T18NUJ_20241026T133911.parquet
SCL_FEATURE_OK 126 S2A_MSIL2A_20230814T153621_N0510_R068_T18NUK_20241020T072802 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUK/S2A_MSIL2A_20230814T153621_N0510_R068_T18NUK_20241020T072802.parquet
SCL_FEATURE_OK 127 S2B_MSIL2A_20230819T153629_N0510_R068_T18NUK_20241027T133936 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUK/S2B_MSIL2A_20230819T153629_N0510_R068_T18NUK_20241027T133936.parquet
SCL_FEATURE_OK 128 S2B_MSIL2A_20230819T153629_N0510_R068_T18NUJ_20241027T133936 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUJ/S2B_MSIL2A_20230819T153629_N0510_R068_T18NUJ_20241027T133936.parquet
SCL_FEATURE_OK 129 S2B_MSIL2A_20230829T153619_N0510_R068_T18NUK_20241019T035245 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUK/S2B_MSIL2A_20230829T153619_N0510_R068_T18NUK_20241019T035245.parquet
SCL_FEATURE_OK 130 S2B_MSIL2A_20230829T153619_N0510_R068_T18NUJ_20241019T035245 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=08/tile=MGRS-18NUJ/S2B_MSIL2A_20230829T153619_N0510_R068_T18NUJ_20241019T035245.parquet
SCL_FEATURE_OK 131 S2B_MSIL2A_20230908T153619_N0510_R068_T18NUJ_20241104T110413 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=09/tile=MGRS-18NUJ/S2B_MSIL2A_20230908T153619_N0510_R068_T18NUJ_20241104T110413.parquet
SCL_FEATURE_OK 132 S2A_MSIL2A_20230913T153621_N0510_R068_T18NUK_20241025T055729 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=09/tile=MGRS-18NUK/S2A_MSIL2A_20230913T153621_N0510_R068_T18NUK_20241025T055729.parquet
SCL_FEATURE_OK 133 S2A_MSIL2A_20230913T153621_N0510_R068_T18NUJ_20241025T055729 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=09/tile=MGRS-18NUJ/S2A_MSIL2A_20230913T153621_N0510_R068_T18NUJ_20241025T055729.parquet
SCL_FEATURE_OK 134 S2A_MSIL2A_20230923T153621_N0510_R068_T18NUJ_20241105T100008 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=09/tile=MGRS-18NUJ/S2A_MSIL2A_20230923T153621_N0510_R068_T18NUJ_20241105T100008.parquet
SCL_FEATURE_OK 135 S2A_MSIL2A_20231013T153621_N0510_R068_T18NUJ_20241107T010950 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=10/tile=MGRS-18NUJ/S2A_MSIL2A_20231013T153621_N0510_R068_T18NUJ_20241107T010950.parquet
SCL_FEATURE_OK 136 S2B_MSIL2A_20231018T153619_N0510_R068_T18NUK_20240916T193932 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=10/tile=MGRS-18NUK/S2B_MSIL2A_20231018T153619_N0510_R068_T18NUK_20240916T193932.parquet
SCL_FEATURE_OK 137 S2A_MSIL2A_20231023T153631_N0510_R068_T18NUK_20240917T223603 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=10/tile=MGRS-18NUK/S2A_MSIL2A_20231023T153631_N0510_R068_T18NUK_20240917T223603.parquet
SCL_FEATURE_OK 138 S2A_MSIL2A_20231023T153631_N0510_R068_T18NUJ_20240917T223603 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=10/tile=MGRS-18NUJ/S2A_MSIL2A_20231023T153631_N0510_R068_T18NUJ_20240917T223603.parquet
SCL_FEATURE_OK 139 S2B_MSIL2A_20231127T153619_N0510_R068_T18NUK_20241026T034938 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=11/tile=MGRS-18NUK/S2B_MSIL2A_20231127T153619_N0510_R068_T18NUK_20241026T034938.parquet
SCL_FEATURE_OK 140 S2B_MSIL2A_20231127T153619_N0510_R068_T18NUJ_20241026T034938 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=11/tile=MGRS-18NUJ/S2B_MSIL2A_20231127T153619_N0510_R068_T18NUJ_20241026T034938.parquet
SCL_FEATURE_OK 141 S2B_MSIL2A_20231207T153619_N0510_R068_T18NUK_20241109T105913 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=12/tile=MGRS-18NUK/S2B_MSIL2A_20231207T153619_N0510_R068_T18NUK_20241109T105913.parquet
SCL_FEATURE_OK 142 S2A_MSIL2A_20231212T153621_N0510_R068_T18NUJ_20241109T145746 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2023/month=12/tile=MGRS-18NUJ/S2A_MSIL2A_20231212T153621_N0510_R068_T18NUJ_20241109T145746.parquet
SCL_FEATURE_OK 143 S2B_MSIL2A_20240106T153629_N0510_R068_T18NUK_20240106T193351 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUK/S2B_MSIL2A_20240106T153629_N0510_R068_T18NUK_20240106T193351.parquet
SCL_FEATURE_OK 144 S2B_MSIL2A_20240106T153629_N0510_R068_T18NUJ_20240106T193351 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUJ/S2B_MSIL2A_20240106T153629_N0510_R068_T18NUJ_20240106T193351.parquet
SCL_FEATURE_OK 145 S2A_MSIL2A_20240111T153621_N0510_R068_T18NUJ_20240111T204451 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUJ/S2A_MSIL2A_20240111T153621_N0510_R068_T18NUJ_20240111T204451.parquet
SCL_FEATURE_OK 146 S2B_MSIL2A_20240116T153629_N0510_R068_T18NUK_20240116T192739 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUK/S2B_MSIL2A_20240116T153629_N0510_R068_T18NUK_20240116T192739.parquet
SCL_FEATURE_OK 147 S2B_MSIL2A_20240116T153629_N0510_R068_T18NUJ_20240116T192739 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUJ/S2B_MSIL2A_20240116T153629_N0510_R068_T18NUJ_20240116T192739.parquet
SCL_FEATURE_OK 148 S2B_MSIL2A_20240126T153629_N0510_R068_T18NUK_20240126T192933 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUK/S2B_MSIL2A_20240126T153629_N0510_R068_T18NUK_20240126T192933.parquet
SCL_FEATURE_OK 149 S2B_MSIL2A_20240126T153629_N0510_R068_T18NUJ_20240126T192933 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUJ/S2B_MSIL2A_20240126T153629_N0510_R068_T18NUJ_20240126T192933.parquet
SCL_FEATURE_OK 150 S2A_MSIL2A_20240131T153621_N0510_R068_T18NUJ_20240131T204352 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=01/tile=MGRS-18NUJ/S2A_MSIL2A_20240131T153621_N0510_R068_T18NUJ_20240131T204352.parquet
SCL_FEATURE_OK 151 S2B_MSIL2A_20240215T153629_N0510_R068_T18NUK_20240215T204204 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=02/tile=MGRS-18NUK/S2B_MSIL2A_20240215T153629_N0510_R068_T18NUK_20240215T204204.parquet
SCL_FEATURE_OK 152 S2B_MSIL2A_20240215T153629_N0510_R068_T18NUJ_20240215T204204 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=02/tile=MGRS-18NUJ/S2B_MSIL2A_20240215T153629_N0510_R068_T18NUJ_20240215T204204.parquet
SCL_FEATURE_OK 153 S2A_MSIL2A_20240220T153621_N0510_R068_T18NUJ_20240220T205851 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=02/tile=MGRS-18NUJ/S2A_MSIL2A_20240220T153621_N0510_R068_T18NUJ_20240220T205851.parquet
SCL_FEATURE_OK 154 S2B_MSIL2A_20240225T153629_N0510_R068_T18NUJ_20240225T210732 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=02/tile=MGRS-18NUJ/S2B_MSIL2A_20240225T153629_N0510_R068_T18NUJ_20240225T210732.parquet
SCL_FEATURE_OK 155 S2B_MSIL2A_20240316T153629_N0510_R068_T18NUK_20240316T204142 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=03/tile=MGRS-18NUK/S2B_MSIL2A_20240316T153629_N0510_R068_T18NUK_20240316T204142.parquet
SCL_FEATURE_OK 156 S2B_MSIL2A_20240316T153629_N0510_R068_T18NUJ_20240316T204142 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=03/tile=MGRS-18NUJ/S2B_MSIL2A_20240316T153629_N0510_R068_T18NUJ_20240316T204142.parquet
SCL_FEATURE_OK 157 S2B_MSIL2A_20240326T153629_N0510_R068_T18NUK_20240326T212126 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=03/tile=MGRS-18NUK/S2B_MSIL2A_20240326T153629_N0510_R068_T18NUK_20240326T212126.parquet
SCL_FEATURE_OK 158 S2B_MSIL2A_20240405T153629_N0510_R068_T18NUK_20240405T214503 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=04/tile=MGRS-18NUK/S2B_MSIL2A_20240405T153629_N0510_R068_T18NUK_20240405T214503.parquet
SCL_FEATURE_OK 159 S2A_MSIL2A_20240410T153631_N0510_R068_T18NUK_20240410T222654 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=04/tile=MGRS-18NUK/S2A_MSIL2A_20240410T153631_N0510_R068_T18NUK_20240410T222654.parquet
SCL_FEATURE_OK 160 S2A_MSIL2A_20240410T153631_N0510_R068_T18NUJ_20240410T222654 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=04/tile=MGRS-18NUJ/S2A_MSIL2A_20240410T153631_N0510_R068_T18NUJ_20240410T222654.parquet
SCL_FEATURE_OK 161 S2A_MSIL2A_20240420T153631_N0510_R068_T18NUK_20240420T221250 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=04/tile=MGRS-18NUK/S2A_MSIL2A_20240420T153631_N0510_R068_T18NUK_20240420T221250.parquet
SCL_FEATURE_OK 162 S2A_MSIL2A_20240430T153631_N0510_R068_T18NUJ_20240430T204052 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=04/tile=MGRS-18NUJ/S2A_MSIL2A_20240430T153631_N0510_R068_T18NUJ_20240430T204052.parquet
SCL_FEATURE_OK 163 S2A_MSIL2A_20240530T153631_N0510_R068_T18NUK_20240530T233411 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=05/tile=MGRS-18NUK/S2A_MSIL2A_20240530T153631_N0510_R068_T18NUK_20240530T233411.parquet
SCL_FEATURE_OK 164 S2A_MSIL2A_20240530T153631_N0510_R068_T18NUJ_20240530T233411 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=05/tile=MGRS-18NUJ/S2A_MSIL2A_20240530T153631_N0510_R068_T18NUJ_20240530T233411.parquet
SCL_FEATURE_OK 165 S2A_MSIL2A_20240609T153631_N0510_R068_T18NUJ_20240609T224144 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=06/tile=MGRS-18NUJ/S2A_MSIL2A_20240609T153631_N0510_R068_T18NUJ_20240609T224144.parquet
SCL_FEATURE_OK 166 S2B_MSIL2A_20240624T153629_N0510_R068_T18NUK_20240624T210611 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=06/tile=MGRS-18NUK/S2B_MSIL2A_20240624T153629_N0510_R068_T18NUK_20240624T210611.parquet
SCL_FEATURE_OK 167 S2A_MSIL2A_20240629T153631_N0510_R068_T18NUK_20240629T223352 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=06/tile=MGRS-18NUK/S2A_MSIL2A_20240629T153631_N0510_R068_T18NUK_20240629T223352.parquet
SCL_FEATURE_OK 168 S2A_MSIL2A_20240629T153631_N0510_R068_T18NUJ_20240629T223352 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=06/tile=MGRS-18NUJ/S2A_MSIL2A_20240629T153631_N0510_R068_T18NUJ_20240629T223352.parquet
SCL_FEATURE_OK 169 S2A_MSIL2A_20240729T153631_N0511_R068_T18NUK_20240730T000450 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=07/tile=MGRS-18NUK/S2A_MSIL2A_20240729T153631_N0511_R068_T18NUK_20240730T000450.parquet
SCL_FEATURE_OK 170 S2A_MSIL2A_20240729T153631_N0511_R068_T18NUJ_20240730T000450 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=07/tile=MGRS-18NUJ/S2A_MSIL2A_20240729T153631_N0511_R068_T18NUJ_20240730T000450.parquet
SCL_FEATURE_OK 171 S2A_MSIL2A_20240808T153631_N0511_R068_T18NUK_20240809T000205 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUK/S2A_MSIL2A_20240808T153631_N0511_R068_T18NUK_20240809T000205.parquet
SCL_FEATURE_OK 172 S2A_MSIL2A_20240808T153631_N0511_R068_T18NUJ_20240809T000205 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUJ/S2A_MSIL2A_20240808T153631_N0511_R068_T18NUJ_20240809T000205.parquet
SCL_FEATURE_OK 173 S2B_MSIL2A_20240813T153629_N0511_R068_T18NUK_20240813T210539 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUK/S2B_MSIL2A_20240813T153629_N0511_R068_T18NUK_20240813T210539.parquet
SCL_FEATURE_OK 174 S2B_MSIL2A_20240813T153629_N0511_R068_T18NUJ_20240813T210539 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUJ/S2B_MSIL2A_20240813T153629_N0511_R068_T18NUJ_20240813T210539.parquet
SCL_FEATURE_OK 175 S2A_MSIL2A_20240818T153631_N0511_R068_T18NUK_20240818T222744 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUK/S2A_MSIL2A_20240818T153631_N0511_R068_T18NUK_20240818T222744.parquet
SCL_FEATURE_OK 176 S2A_MSIL2A_20240818T153631_N0511_R068_T18NUJ_20240818T222744 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUJ/S2A_MSIL2A_20240818T153631_N0511_R068_T18NUJ_20240818T222744.parquet
SCL_FEATURE_OK 177 S2B_MSIL2A_20240823T153629_N0511_R068_T18NUK_20240823T221138 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUK/S2B_MSIL2A_20240823T153629_N0511_R068_T18NUK_20240823T221138.parquet
SCL_FEATURE_OK 178 S2B_MSIL2A_20240823T153629_N0511_R068_T18NUJ_20240823T221138 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUJ/S2B_MSIL2A_20240823T153629_N0511_R068_T18NUJ_20240823T221138.parquet
SCL_FEATURE_OK 179 S2A_MSIL2A_20240828T153621_N0511_R068_T18NUK_20240828T220158 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUK/S2A_MSIL2A_20240828T153621_N0511_R068_T18NUK_20240828T220158.parquet
SCL_FEATURE_OK 180 S2A_MSIL2A_20240828T153621_N0511_R068_T18NUJ_20240828T220158 -> /workspace/geovision-cali/outputs/sentinel2_scl_features_parts_20m/year=2024/month=08/tile=MGRS-18NUJ/S2A_MSIL2A_20240828T153621_N0511_R068_T18NUJ_20240828T220158.parquet
