epoch,train_loss_total,train_loss_infonce,train_loss_sae_recon_total,train_loss_sae_recon_img,train_loss_sae_recon_txt,train_loss_sparsity_l1_total,train_loss_sparsity_l1_img,train_loss_sparsity_l1_txt,train_recall_at_1_image_to_text,train_macro_recall,train_sae_visual_sparsity_ratio,train_sae_visual_recon_mse,train_active_units_mean,val_loss_total,val_loss_infonce,val_loss_sae_recon_total,val_loss_sae_recon_img,val_loss_sae_recon_txt,val_loss_sparsity_l1_total,val_loss_sparsity_l1_img,val_loss_sparsity_l1_txt,val_recall_at_1_image_to_text,val_macro_recall,val_sae_visual_sparsity_ratio,val_sae_visual_recon_mse,val_active_units_mean,test_loss_total,test_loss_infonce,test_loss_sae_recon_total,test_loss_sae_recon_img,test_loss_sae_recon_txt,test_loss_sparsity_l1_total,test_loss_sparsity_l1_img,test_loss_sparsity_l1_txt,test_recall_at_1_image_to_text,test_macro_recall,test_sae_visual_sparsity_ratio,test_sae_visual_recon_mse,test_active_units_mean,train_batch_mean_loss_total,train_batch_mean_loss_infonce,train_batch_mean_loss_sae_recon_total,train_batch_mean_loss_sae_recon_img,train_batch_mean_loss_sae_recon_txt,train_batch_mean_loss_sparsity_l1_total,train_batch_mean_loss_sparsity_l1_img,train_batch_mean_loss_sparsity_l1_txt
11,0.18829095363616943,0.18279649317264557,0.053263042122125626,0.011345170438289642,0.04191787168383598,0.04204079508781433,0.01482381857931614,0.027216976508498192,0.9310000538825989,0.9261470032526484,0.8808594346046448,0.011345170438289642,122.00000762939453,3.1388158798217773,3.1334705352783203,0.05180174484848976,0.009883872233331203,0.04191787168383598,0.04128513112664223,0.01406815368682146,0.027216976508498192,0.3698113262653351,0.4078653198653199,0.880859375,0.009883872233331203,122.0,1.717239260673523,1.711849331855774,0.05224243924021721,0.010324567556381226,0.04191787168383598,0.04143461957573891,0.01421764213591814,0.027216976508498192,0.5659574270248413,0.5746543697848046,0.880859375,0.010324567556381226,121.99999237060547,0.32447262946516275,0.31847903318703175,0.05818695272319019,0.015288624388631433,0.042898328276351094,0.04372520255856216,0.016413299599662423,0.027311902726069093
12,0.13137297332286835,0.1259841024875641,0.05220349133014679,0.011572456918656826,0.04063103348016739,0.04212994873523712,0.015046454034745693,0.027083495631814003,0.9510000348091125,0.9497839731627831,0.8808594346046448,0.011572456918656826,122.00000762939453,2.9792637825012207,2.9740278720855713,0.050704680383205414,0.010073646903038025,0.04063103348016739,0.041338883340358734,0.014255387708544731,0.027083495631814003,0.4415094256401062,0.4665207631874299,0.880859375,0.010073646903038025,122.0,1.714284062385559,1.70900297164917,0.05114985629916191,0.010518821887671947,0.04063103348016739,0.04152003675699234,0.014436541125178337,0.027083495631814003,0.5872340202331543,0.5949503732981994,0.880859375,0.010518821887671947,121.99999237060547,0.300230722874403,0.2943797465413809,0.05676484783180058,0.015254690195433795,0.04151015798561275,0.0436218180693686,0.01637540035881102,0.02724641840904951
13,0.14625698328018188,0.1409161239862442,0.051737893372774124,0.011584150604903698,0.04015374183654785,0.041766099631786346,0.015001604333519936,0.02676449529826641,0.9380000233650208,0.9382425476390033,0.8808594346046448,0.011584150604903698,122.00000762939453,2.9714269638061523,2.966250419616699,0.050130635499954224,0.009976894594728947,0.04015374183654785,0.040910109877586365,0.014145616441965103,0.02676449529826641,0.4377358555793762,0.45318069584736254,0.880859375,0.009976894594728947,122.0,1.9542310237884521,1.9489965438842773,0.05069894343614578,0.010545202530920506,0.04015374183654785,0.041168175637722015,0.014403680339455605,0.02676449529826641,0.5617021322250366,0.5655906895037329,0.880859375,0.010545202530920506,121.99999237060547,0.22402612306177616,0.21824509371072054,0.05607055686414242,0.015479149005841464,0.04059140803292394,0.04349368950352073,0.016497542150318623,0.02699614770244807
14,0.11596382409334183,0.11063998192548752,0.05157305672764778,0.01255293469876051,0.0390201210975647,0.04163456708192825,0.015482641756534576,0.026151925325393677,0.9590000510215759,0.9567693477301606,0.8808594346046448,0.01255293469876051,122.00000762939453,3.61427903175354,3.609138250350952,0.04977857321500778,0.010758452117443085,0.0390201210975647,0.0407043993473053,0.014552473090589046,0.026151925325393677,0.3698113262653351,0.4022087542087542,0.880859375,0.010758452117443085,122.0,2.0383996963500977,2.0331759452819824,0.05059187114238739,0.011571750976145267,0.0390201210975647,0.04109762981534004,0.01494570542126894,0.026151925325393677,0.548936128616333,0.5519604743083004,0.880859375,0.011571750976145267,121.99999237060547,0.22198454523459077,0.21623838040977716,0.055734998313710093,0.016071007179562002,0.039663990726694465,0.04316633474081755,0.016690030170138925,0.026476304628886282
15,0.09422721713781357,0.08904176205396652,0.05019763857126236,0.01256534457206726,0.0376322939991951,0.04142356663942337,0.015467007644474506,0.02595655992627144,0.9690000414848328,0.9678768029261497,0.8808594346046448,0.01256534457206726,122.00000762939453,3.0813870429992676,3.0764007568359375,0.04824751242995262,0.010615218430757523,0.0376322939991951,0.04041341319680214,0.0144568532705307,0.02595655992627144,0.4528301954269409,0.47052749719416387,0.880859375,0.010615218430757523,122.0,1.8044281005859375,1.7993630170822144,0.049019694328308105,0.011387401260435581,0.0376322939991951,0.04076845198869705,0.014811891131103039,0.02595655992627144,0.6042553186416626,0.6102072902942468,0.880859375,0.011387401260435581,121.99999237060547,0.24565006932243705,0.2399734049104154,0.05504463333636522,0.01663304102839902,0.03841159213334322,0.04305039206519723,0.016998082166537642,0.026052309782244265
16,0.10816343873739243,0.10297707468271255,0.0502018965780735,0.012914498336613178,0.0372873991727829,0.04154413193464279,0.01556050218641758,0.02598363161087036,0.9620000720024109,0.9611963367521386,0.8808594346046448,0.012914498336613178,122.00000762939453,3.247286319732666,3.2423157691955566,0.04808591306209564,0.010798513889312744,0.0372873991727829,0.04044979065656662,0.014466158114373684,0.02598363161087036,0.4113207459449768,0.4382850729517395,0.880859375,0.010798513889312744,122.0,1.739939570426941,1.7348883152008057,0.04888008534908295,0.011592686176300049,0.0372873991727829,0.04080745577812195,0.014823826029896736,0.02598363161087036,0.5872340202331543,0.5908317962231007,0.880859375,0.011592686176300049,121.99999237060547,0.21969113731756806,0.2141044195741415,0.05415559001266956,0.016923293529544026,0.03723229677416384,0.04278997238725424,0.01702589658088982,0.025764075689949095
17,0.08101818710565567,0.07546146214008331,0.05384395644068718,0.01379686500877142,0.040047090500593185,0.04308326169848442,0.01599159464240074,0.02709166705608368,0.9720000624656677,0.9713682674364822,0.8808594346046448,0.01379686500877142,122.00000762939453,3.0517234802246094,3.0463922023773193,0.05163445696234703,0.01158736739307642,0.040047090500593185,0.04198773205280304,0.014896064065396786,0.02709166705608368,0.4415094256401062,0.4552547699214366,0.880859375,0.01158736739307642,122.0,1.6893852949142456,1.6839690208435059,0.0524693988263607,0.012422309257090092,0.040047090500593185,0.04230479896068573,0.015213132835924625,0.02709166705608368,0.6212765574455261,0.6227351778656127,0.880859375,0.012422309257090092,121.99999237060547,0.2156206457875669,0.20983881363645196,0.05606545996852219,0.0173841257346794,0.03868133435025811,0.04382179584354162,0.01717876293696463,0.02664303279016167
18,0.06957506388425827,0.06434129923582077,0.05065655708312988,0.014230305328965187,0.036426249891519547,0.04202766716480255,0.016179926693439484,0.02584773860871792,0.9800000190734863,0.9800293625097689,0.8808594346046448,0.014230305328965187,122.00000762939453,3.451519250869751,3.446530342102051,0.048255130648612976,0.011828881688416004,0.036426249891519547,0.04081708565354347,0.014969347976148129,0.02584773860871792,0.3962264060974121,0.41585409652076316,0.880859375,0.011828881688416004,122.0,1.9336577653884888,1.928574562072754,0.04918285459280014,0.012756604701280594,0.036426249891519547,0.04120878130197525,0.015361042693257332,0.02584773860871792,0.5829787254333496,0.5882705314009661,0.880859375,0.012756604701280594,121.99999237060547,0.17357543064281344,0.16771307680755854,0.0568555376958102,0.01806242245947942,0.038793115178123116,0.044199766125530005,0.017476777255069464,0.02672298939432949
19,0.07591700553894043,0.07070183753967285,0.05046757310628891,0.014028549194335938,0.03643902391195297,0.04210253804922104,0.01611320860683918,0.02598932757973671,0.9720000624656677,0.9716829554475265,0.8808594346046448,0.014028549194335938,122.00000762939453,3.5125255584716797,3.507551908493042,0.048101719468832016,0.011662695556879044,0.03643902391195297,0.04091232270002365,0.014922995120286942,0.02598932757973671,0.4113207459449768,0.42024017957351284,0.880859375,0.011662695556879044,122.0,2.03296160697937,2.027907371520996,0.048892177641391754,0.012453154660761356,0.03643902391195297,0.04122663289308548,0.01523730717599392,0.02598932757973671,0.5659574270248413,0.5684997804128239,0.880859375,0.012453154660761356,121.99999237060547,0.20782841928303242,0.2022095308639109,0.05445261625573039,0.01851213548798114,0.03594048065133393,0.04340624017640948,0.017649924848228693,0.025756314513273537
20,0.07429411262273788,0.06911119818687439,0.050135694444179535,0.014956039376556873,0.035179655998945236,0.042336784303188324,0.016427621245384216,0.025909164920449257,0.9740000367164612,0.9729583704814015,0.8808594346046448,0.014956039376556873,122.00000762939453,3.7817060947418213,3.776792526245117,0.04749250411987305,0.01231284812092781,0.035179655998945236,0.041041214019060135,0.015132048167288303,0.025909164920449257,0.4150943458080292,0.4418855218855219,0.880859375,0.01231284812092781,122.0,1.9994416236877441,1.9944318532943726,0.04844113811850548,0.013261481188237667,0.035179655998945236,0.0414302721619606,0.015521105378866196,0.025909164920449257,0.612765908241272,0.6165155906895038,0.880859375,0.013261481188237667,121.99999237060547,0.1547736842185259,0.14912640443071723,0.054724920308217406,0.01871593459509313,0.03600898548029363,0.04369755135849118,0.01772440562490374,0.025973145267926157
21,0.06663544476032257,0.06168555095791817,0.04784458130598068,0.015231692232191563,0.032612890005111694,0.041357703506946564,0.01653800532221794,0.02481970004737377,0.9780000448226929,0.977311455636259,0.8808594346046448,0.015231692232191563,122.00000762939453,3.986518144607544,3.9818456172943115,0.045124854892492294,0.012511965818703175,0.032612890005111694,0.040018949657678604,0.015199249610304832,0.02481970004737377,0.3547169864177704,0.37973288439955105,0.880859375,0.012511965818703175,122.0,2.245044708251953,2.2402641773223877,0.046186745166778564,0.013573853299021721,0.032612890005111694,0.04049397259950638,0.015674272552132607,0.02481970004737377,0.5574467778205872,0.558564778216952,0.880859375,0.013573853299021721,121.99999237060547,0.17818734445609152,0.1726844316581264,0.05329803726635873,0.019259202759712934,0.034038834273815155,0.0432767984457314,0.01791994518134743,0.025356853613629937
22,0.053486417979002,0.04853824898600578,0.047827452421188354,0.015086288563907146,0.03274116292595863,0.04135636240243912,0.01657872460782528,0.024777639657258987,0.9830000400543213,0.9827621645789852,0.8808594346046448,0.015086288563907146,122.00000762939453,3.9332547187805176,3.928558111190796,0.04536121338605881,0.012620050460100174,0.03274116292595863,0.040126632899045944,0.015348992310464382,0.024777639657258987,0.350943386554718,0.3820628507295174,0.880859375,0.012620050460100174,122.0,2.28023362159729,2.2754507064819336,0.04620971530675888,0.013468554243445396,0.03274116292595863,0.04047892987728119,0.0157012902200222,0.024777639657258987,0.5531914830207825,0.554820377689943,0.880859375,0.013468554243445396,121.99999237060547,0.14841512124985456,0.14303324557840824,0.05210886732675135,0.019211698439903557,0.032897169003263116,0.042747189523652196,0.017921384889632463,0.02482580440118909
23,0.06085190549492836,0.05593445152044296,0.0475197359919548,0.01488980371505022,0.03262993320822716,0.04137019068002701,0.01651352271437645,0.024856669828295708,0.9760000705718994,0.9749877329911705,0.8808594346046448,0.01488980371505022,122.00000762939453,3.3920810222625732,3.387417793273926,0.04502854496240616,0.012398610822856426,0.03262993320822716,0.04012701287865639,0.01527034305036068,0.024856669828295708,0.4415094256401062,0.44452974186307526,0.880859375,0.012398610822856426,122.0,1.9870476722717285,1.9823126792907715,0.04573444277048111,0.013104511424899101,0.03262993320822716,0.04037628695368767,0.015519618056714535,0.024856669828295708,0.5617021322250366,0.5625691699604743,0.880859375,0.013104511424899101,121.99999237060547,0.1315712621435523,0.1262006440665573,0.05199165269732475,0.0191012472496368,0.03289040527306497,0.0428634702693671,0.017952170921489596,0.024911299464292824
24,0.050040099769830704,0.045143820345401764,0.04730898141860962,0.01572893001139164,0.03158004954457283,0.04134523123502731,0.017000259831547737,0.024344971403479576,0.9810000658035278,0.9800692196047784,0.8808594346046448,0.01572893001139164,122.00000762939453,4.053192138671875,4.048552989959717,0.044789791107177734,0.013209741562604904,0.03158004954457283,0.04011135920882225,0.015766387805342674,0.024344971403479576,0.3849056661128998,0.41505050505050506,0.880859375,0.013209741562604904,122.0,2.398617744445801,2.3939085006713867,0.04547831043601036,0.01389826089143753,0.03158004954457283,0.04034954309463501,0.016004573553800583,0.024344971403479576,0.5531914830207825,0.5588853754940711,0.880859375,0.01389826089143753,121.99999237060547,0.14567109546624124,0.1403371705673635,0.051631267881020904,0.019320383667945862,0.03231088421307504,0.04269969975575805,0.018049570149742067,0.02465012948960066
25,0.060755655169487,0.05577504634857178,0.04813142865896225,0.0162504855543375,0.0318809449672699,0.041866615414619446,0.017305979505181313,0.024560634046792984,0.9770000576972961,0.9760555989728704,0.8808594346046448,0.0162504855543375,122.00000762939453,3.6083133220672607,3.603606939315796,0.045442864298820496,0.013561920262873173,0.0318809449672699,0.04050920158624649,0.015948567539453506,0.024560634046792984,0.4377358555793762,0.4505072951739619,0.880859375,0.013561920262873173,122.0,2.1045048236846924,2.0997133255004883,0.04627934470772743,0.01439840067178011,0.0318809449672699,0.040862515568733215,0.016301879659295082,0.024560634046792984,0.5787233710289001,0.5802011418533157,0.880859375,0.01439840067178011,121.99999237060547,0.12763364263810217,0.12223155936226249,0.052295830799266696,0.02063690882641822,0.03165892232209444,0.04312537470832467,0.018672324484214187,0.02445305068977177
26,0.05094418674707413,0.04633445292711258,0.04446600005030632,0.015491585247218609,0.028974413871765137,0.04078400135040283,0.01706974022090435,0.023714261129498482,0.9830000400543213,0.9821258233783633,0.8808594346046448,0.015491585247218609,122.00000762939453,3.6005101203918457,3.5961713790893555,0.041812315583229065,0.012837902642786503,0.028974413871765137,0.03937118873000145,0.015656927600502968,0.023714261129498482,0.4226415157318115,0.43831200897867567,0.880859375,0.012837902642786503,122.0,2.23116397857666,2.226743459701538,0.04261535406112671,0.013640941120684147,0.028974413871765137,0.03975563868880272,0.016041377559304237,0.023714261129498482,0.591489315032959,0.596169521299956,0.880859375,0.013640941120684147,121.99999237060547,0.11716599471401423,0.11189187108539045,0.051025454653427005,0.02042153663933277,0.030603918130509555,0.042895026272162795,0.01863413874525577,0.024260887526907027
27,0.04156426712870598,0.037060219794511795,0.04341757297515869,0.015462219715118408,0.027955353260040283,0.04057234153151512,0.017061984166502953,0.02351035736501217,0.9850000739097595,0.9847327230099363,0.8808594346046448,0.015462219715118408,122.00000762939453,3.731194019317627,3.726968288421631,0.0406915545463562,0.012736200354993343,0.027955353260040283,0.03913052752614021,0.015620171092450619,0.02351035736501217,0.41886794567108154,0.4228439955106622,0.880859375,0.012736200354993343,122.0,2.207176446914673,2.20285701751709,0.041610509157180786,0.013655155897140503,0.027955353260040283,0.03955875337123871,0.01604839600622654,0.02351035736501217,0.5999999642372131,0.5994150197628458,0.880859375,0.013655155897140503,121.99999237060547,0.11450535897165537,0.10953908297233284,0.047982995165511966,0.01982372673228383,0.028159268316812813,0.04199397121556103,0.018506298307329416,0.023487673606723547
28,0.06432782113552094,0.059931155294179916,0.04235678166151047,0.016257349401712418,0.02609943225979805,0.04024660587310791,0.017481176182627678,0.022765427827835083,0.9810000658035278,0.9794397146153315,0.8808594346046448,0.016257349401712418,122.00000762939453,4.409494876861572,4.405381679534912,0.03957632556557655,0.013476893305778503,0.02609943225979805,0.038820646703243256,0.016055220738053322,0.022765427827835083,0.37358492612838745,0.40467789001122334,0.880859375,0.013476893305778503,122.0,2.2576067447662354,2.2533960342407227,0.04053507745265961,0.014435644261538982,0.02609943225979805,0.03925878554582596,0.016493355855345726,0.022765427827835083,0.5659574270248413,0.5689547650417216,0.880859375,0.014435644261538982,121.99999237060547,0.11580942152068019,0.11091916979057714,0.04723142716102302,0.020117397187277675,0.027114030555821955,0.04177797050215304,0.018615671899169683,0.023162299185059965
29,0.05759730935096741,0.05329039692878723,0.041482698172330856,0.01636596769094467,0.025116730481386185,0.039660245180130005,0.017525099217891693,0.02213514782488346,0.9800000190734863,0.9788181296970541,0.8808594346046448,0.01636596769094467,122.00000762939453,4.190685272216797,4.186686992645264,0.03846382349729538,0.013347094878554344,0.025116730481386185,0.038072869181632996,0.015937719494104385,0.02213514782488346,0.4000000059604645,0.4148080808080808,0.880859375,0.013347094878554344,122.0,2.200593948364258,2.196493148803711,0.039464689791202545,0.014347958378493786,0.025116730481386185,0.038584429770708084,0.016449281945824623,0.02213514782488346,0.6297872066497803,0.6320772946859903,0.880859375,0.014347958378493786,121.99999237060547,0.09717025991994888,0.09235644846921787,0.046477613504976034,0.02081414218991995,0.025663471431471407,0.04151259269565344,0.018946131807751954,0.022566461353562772
30,0.04035407304763794,0.03598020598292351,0.04215329885482788,0.016675231978297234,0.025478065013885498,0.03963471204042435,0.017644986510276794,0.021989723667502403,0.9850000739097595,0.984427098784138,0.8808594346046448,0.016675231978297234,122.00000762939453,4.396073818206787,4.392019748687744,0.039023008197546005,0.013544944114983082,0.025478065013885498,0.03795648366212845,0.015966758131980896,0.021989723667502403,0.3811320662498474,0.40631200897867564,0.880859375,0.013544944114983082,122.0,2.4827840328216553,2.4786031246185303,0.04026510566473007,0.014787042513489723,0.025478065013885498,0.03861650079488754,0.01662677899003029,0.021989723667502403,0.5574467778205872,0.5596082564778218,0.880859375,0.014787042513489723,121.99999237060547,0.10260194982402027,0.09775437822099775,0.04682845645584166,0.021234166342765093,0.025594289996661246,0.04118143976666033,0.019094397430308163,0.022087041987106204
31,0.04801900312304497,0.043721772730350494,0.04138476401567459,0.016191797330975533,0.02519296482205391,0.03968854248523712,0.017614681273698807,0.022073859348893166,0.9810000658035278,0.9808459305571062,0.8808594346046448,0.016191797330975533,122.00000762939453,3.6931381225585938,3.6891298294067383,0.03855733945965767,0.013364373706281185,0.02519296482205391,0.038132138550281525,0.01605827733874321,0.022073859348893166,0.4830188751220703,0.4696139169472503,0.880859375,0.013364373706281185,122.0,2.461987018585205,2.4578821659088135,0.03950033709406853,0.014307372272014618,0.02519296482205391,0.038656167685985565,0.01658230647444725,0.022073859348893166,0.548936128616333,0.5506719367588933,0.880859375,0.014307372272014618,121.99999237060547,0.09944115515099838,0.09465427008399274,0.04622589494101703,0.02085580979473889,0.025370085379108787,0.04107404965907335,0.019012663862667978,0.02206138556357473
