sample_index,end_date,target_date,pollutant,horizon_days,grid_id,lat,lon,prediction_convlstm,kriged_residual,prediction_corrected,kriging_variance,kriging_status
118,2024-12-16,2024-12-23,SO2,7,g_008_007,3.3425,-76.5625,3.454935073852539,-2.631451368331909,0.8234837055206299,134.8672332763672,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_008,3.3425,-76.55749999999999,3.1508731842041016,-2.668245315551758,0.4826278686523437,132.050048828125,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_009,3.3425,-76.5525,2.862656593322754,-2.698223829269409,0.1644327640533447,129.6094512939453,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_010,3.3425,-76.5475,2.689065933227539,-2.721468448638916,2.689065933227539,127.53817749023438,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_011,3.3425,-76.54249999999999,2.6222524642944336,-2.7380707263946533,2.6222524642944336,125.82488250732422,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_012,3.3425,-76.5375,2.556262969970703,-2.748133659362793,2.556262969970703,124.4557113647461,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_013,3.3425,-76.5325,2.5381851196289062,-2.751773834228516,2.5381851196289062,123.41636657714844,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_014,3.3425,-76.5275,2.60044002532959,-2.749124526977539,2.60044002532959,122.69436645507812,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_015,3.3425,-76.5225,2.7949323654174805,-2.7403361797332764,0.0545961856842041,122.2811279296875,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_016,3.3425,-76.5175,2.956228256225586,-2.7255759239196777,0.2306523323059082,122.1735610961914,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_017,3.3425,-76.5125,2.9685287475585938,-2.7050223350524902,0.2635064125061035,122.37481689453124,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_018,3.3425,-76.5075,3.032559394836426,-2.67885684967041,0.3537025451660156,122.89413452148438,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_019,3.3425,-76.5025,3.230046272277832,-2.6472513675689697,0.5827949047088623,123.74571990966795,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_020,3.3425,-76.4975,3.585695266723633,-2.6103556156158447,0.975339651107788,124.94685363769533,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_021,3.3425,-76.49249999999999,3.759037971496582,-2.568284511566162,1.19075345993042,126.5155792236328,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_022,3.3425,-76.4875,3.806184768676758,-2.5211095809936523,1.2850751876831057,128.46826171875,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_023,3.3425,-76.4825,3.834240913391113,-2.4688541889190674,1.365386724472046,130.81752014160156,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_024,3.3425,-76.47749999999999,3.890616416931152,-2.411498069763184,1.4791183471679688,133.5706787109375,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_025,3.3425,-76.4725,3.979349136352539,-2.3489856719970703,1.6303634643554688,136.7288818359375,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_026,3.3425,-76.4675,4.20020866394043,-2.281238317489624,1.9189703464508057,140.287109375,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_027,3.3425,-76.46249999999999,4.718783378601074,-2.208171367645264,2.5106120109558105,144.23458862304688,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_028,3.3425,-76.4575,5.367568016052246,-2.1297085285186768,3.2378594875335693,148.55577087402344,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_029,3.3425,-76.4525,5.570455551147461,-2.0457959175109863,3.5246596336364746,153.23147583007812,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_030,3.3425,-76.44749999999999,5.1565656661987305,-1.956410765647888,3.2001549005508423,158.24009704589844,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_031,3.3425,-76.4425,4.786606788635254,-1.8615692853927608,2.9250375032424927,163.55877685546875,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_032,3.3425,-76.4375,4.692235946655273,-1.761327624320984,2.9309083223342896,169.16424560546875,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_033,3.3425,-76.43249999999999,4.764280319213867,-1.6557825803756714,3.108497738838196,175.03370666503906,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_034,3.3425,-76.4275,4.770055770874023,-1.5450680255889893,3.224987745285034,181.14529418945312,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_035,3.3425,-76.4225,4.865085601806641,-1.4293514490127563,3.4357341527938843,187.4784393310547,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_036,3.3425,-76.41749999999999,5.031940460205078,-1.3088278770446775,3.7231125831604,194.01412963867188,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_037,3.3425,-76.4125,5.5002946853637695,-1.1837154626846311,4.316579222679138,200.7350006103516,ok
118,2024-12-16,2024-12-23,SO2,7,g_008_038,3.3425,-76.4075,6.709921836853027,-1.0542501211166382,5.655671715736389,207.62527465820312,ok
