pollutant,horizon_days,grid_id,lat,lon,prediction_corrected,kriging_variance,local_i,p_sim,quadrant,significant,lisa_cluster
NO2,7,g_026_024,3.4325,-76.47749999999999,10.785147666931152,50.87965774536133,1.4652061731452004,0.001,1,True,high_high
NO2,7,g_026_025,3.4325,-76.4725,10.719675064086914,51.83051300048828,1.309702473353681,0.002,1,True,high_high
NO2,7,g_026_026,3.4325,-76.4675,10.609405517578123,52.82516479492188,0.952383490291598,0.011,1,True,high_high
NO2,7,g_026_027,3.4325,-76.46249999999999,10.08901834487915,53.85893630981445,0.17368392800371954,0.203,1,False,not_significant
NO2,7,g_026_028,3.4325,-76.4575,8.627203464508057,54.92766952514648,0.2323163932028646,0.164,3,False,not_significant
NO2,7,g_026_029,3.4325,-76.4525,8.026071071624756,56.0276985168457,0.7813822738459512,0.025,3,True,low_low
NO2,7,g_026_030,3.4325,-76.44749999999999,8.837372779846191,57.155799865722656,0.2063460901566319,0.104,3,False,not_significant
NO2,7,g_026_031,3.4325,-76.4425,9.599429607391356,58.30913162231445,0.014858408866225109,0.395,1,False,not_significant
NO2,7,g_026_032,3.4325,-76.4375,9.970141887664797,59.48521041870117,0.23872613421903272,0.1,1,False,not_significant
NO2,7,g_026_033,3.4325,-76.43249999999999,10.12863540649414,60.68185424804688,0.42738597281743845,0.041,1,True,high_high
NO2,7,g_026_034,3.4325,-76.4275,10.225452423095703,61.89715194702149,0.5384454241950499,0.027,1,True,high_high
NO2,7,g_026_035,3.4325,-76.4225,10.230038166046144,63.12942123413086,0.5134616566940691,0.034,1,True,high_high
NO2,7,g_026_036,3.4325,-76.41749999999999,10.04015588760376,64.37718200683594,0.2842007479332271,0.085,1,False,not_significant
NO2,7,g_026_037,3.4325,-76.4125,9.564884662628174,65.6391372680664,0.046083639105596305,0.213,1,False,not_significant
NO2,7,g_026_038,3.4325,-76.4075,9.35249376296997,66.91413879394531,-0.00274814273253957,0.054,2,False,not_significant
NO2,7,g_026_039,3.4325,-76.4025,10.877429008483888,68.20116424560547,1.0461186783437595,0.02,1,True,high_high
NO2,7,g_027_000,3.4375,-76.5975,10.195273876190186,53.708251953125,0.05306469090459497,0.392,1,False,not_significant
NO2,7,g_027_001,3.4375,-76.5925,8.775063037872314,52.746978759765625,0.08649928227577673,0.359,3,False,not_significant
NO2,7,g_027_002,3.4375,-76.58749999999999,8.226750373840332,51.83051300048828,0.7628835951231262,0.011,3,True,low_low
NO2,7,g_027_003,3.4375,-76.5825,8.074373722076416,50.963809967041016,1.1120963746323234,0.003,3,True,low_low
NO2,7,g_027_004,3.4375,-76.5775,8.04572343826294,50.15226364135742,1.2326569510909415,0.003,3,True,low_low
NO2,7,g_027_005,3.4375,-76.57249999999999,8.014163494110107,49.40170669555664,1.3316774824443487,0.003,3,True,low_low
NO2,7,g_027_006,3.4375,-76.5675,7.965577125549316,48.71829605102539,1.4453173420897776,0.001,3,True,low_low
NO2,7,g_027_007,3.4375,-76.5625,7.9275946617126465,48.10840606689453,1.4576228682928931,0.002,3,True,low_low
NO2,7,g_027_008,3.4375,-76.55749999999999,8.063652038574219,47.57844161987305,1.0731311153507643,0.003,3,True,low_low
NO2,7,g_027_009,3.4375,-76.5525,8.628069877624512,47.13460922241211,0.3485924472231723,0.058,3,False,not_significant
NO2,7,g_027_010,3.4375,-76.5475,9.335235118865969,46.78261566162109,0.0007264003747926951,0.481,3,False,not_significant
NO2,7,g_027_011,3.4375,-76.54249999999999,9.913884162902832,46.5273551940918,0.20106818377834626,0.114,1,False,not_significant
NO2,7,g_027_012,3.4375,-76.5375,10.274881839752195,46.37260055541992,0.593452584625793,0.026,1,True,high_high
NO2,7,g_027_013,3.4375,-76.5325,10.514039516448976,46.32074737548828,0.9434986735083226,0.004,1,True,high_high
NO2,7,g_027_014,3.4375,-76.5275,10.61735773086548,46.37260055541992,1.1491821691696478,0.002,1,True,high_high
NO2,7,g_027_015,3.4375,-76.5225,10.659760475158691,46.5273551940918,1.2523409257299316,0.002,1,True,high_high
NO2,7,g_027_016,3.4375,-76.5175,10.684725284576416,46.78261566162109,1.3110712472288975,0.001,1,True,high_high
NO2,7,g_027_017,3.4375,-76.5125,10.685396194458008,47.13460922241211,1.3459117043686848,0.001,1,True,high_high
NO2,7,g_027_018,3.4375,-76.5075,10.72821807861328,47.57844161987305,1.420732957189916,0.001,1,True,high_high
NO2,7,g_027_019,3.4375,-76.5025,10.755878925323486,48.10840606689453,1.4844504663083602,0.001,1,True,high_high
NO2,7,g_027_020,3.4375,-76.4975,10.778066635131836,48.71829605102539,1.5283195320469278,0.001,1,True,high_high
NO2,7,g_027_021,3.4375,-76.49249999999999,10.7756028175354,49.40170669555664,1.5210832091425925,0.001,1,True,high_high
NO2,7,g_027_022,3.4375,-76.4875,10.775331020355225,50.15226364135742,1.4891682355683498,0.001,1,True,high_high
NO2,7,g_027_023,3.4375,-76.4825,10.756298542022703,50.963809967041016,1.4221503119465941,0.001,1,True,high_high
NO2,7,g_027_024,3.4375,-76.47749999999999,10.73200798034668,51.83051300048828,1.362542005820922,0.001,1,True,high_high
NO2,7,g_027_025,3.4375,-76.4725,10.758912563323976,52.746978759765625,1.3651576714398599,0.001,1,True,high_high
NO2,7,g_027_026,3.4375,-76.4675,10.79365587234497,53.708251953125,1.2409704005590727,0.003,1,True,high_high
NO2,7,g_027_027,3.4375,-76.46249999999999,10.449918270111084,54.7098503112793,0.4526923999580353,0.088,1,False,not_significant
NO2,7,g_027_028,3.4375,-76.4575,9.088805675506592,55.747745513916016,0.050368883510995624,0.299,3,False,not_significant
NO2,7,g_027_029,3.4375,-76.4525,8.039864540100098,56.81832885742188,0.6978509986209491,0.043,3,True,low_low
NO2,7,g_027_030,3.4375,-76.44749999999999,8.688279151916504,57.91840362548828,0.29364729147700347,0.081,3,False,not_significant
NO2,7,g_027_031,3.4375,-76.4425,9.4784574508667,59.04512023925781,0.0011802372807919763,0.465,1,False,not_significant
NO2,7,g_027_032,3.4375,-76.4375,9.92680597305298,60.19596481323242,0.20864409182999502,0.11,1,False,not_significant
NO2,7,g_027_033,3.4375,-76.43249999999999,10.146899700164797,61.36870574951172,0.4375514346142826,0.041,1,True,high_high
NO2,7,g_027_034,3.4375,-76.4275,10.22844696044922,62.56137847900391,0.5456630875703298,0.027,1,True,high_high
NO2,7,g_027_035,3.4375,-76.4225,10.219429969787598,63.772239685058594,0.5079389924106883,0.032,1,True,high_high
NO2,7,g_027_036,3.4375,-76.41749999999999,10.020002841949465,64.99974822998047,0.2724171101969583,0.09,1,False,not_significant
NO2,7,g_027_037,3.4375,-76.4125,9.559194564819336,66.2425308227539,0.04752637662741099,0.205,1,False,not_significant
NO2,7,g_027_038,3.4375,-76.4075,9.40336275100708,67.49938201904297,0.025211664839320476,0.041,1,True,high_high
NO2,7,g_027_039,3.4375,-76.4025,11.03903341293335,68.76922607421875,1.2305065376368558,0.013,1,True,high_high
NO2,7,g_028_000,3.4425,-76.5975,10.59268856048584,54.63687133789063,0.4183388788707399,0.127,1,False,not_significant
NO2,7,g_028_001,3.4425,-76.5925,9.20258855819702,53.708251953125,-0.016472987063612422,0.337,2,False,not_significant
NO2,7,g_028_002,3.4425,-76.58749999999999,8.498510360717773,52.82516479492188,0.413954875815694,0.055,3,False,not_significant
NO2,7,g_028_003,3.4425,-76.5825,8.163745880126953,51.99225997924805,0.9025414276985895,0.005,3,True,low_low
NO2,7,g_028_004,3.4425,-76.5775,8.022387504577637,51.214542388916016,1.178550109521275,0.003,3,True,low_low
NO2,7,g_028_005,3.4425,-76.57249999999999,7.94895076751709,50.49732208251953,1.3442276003731997,0.003,3,True,low_low
NO2,7,g_028_006,3.4425,-76.5675,7.884264945983887,49.84614562988281,1.476741009425734,0.003,3,True,low_low
NO2,7,g_028_007,3.4425,-76.5625,7.897270202636719,49.26667404174805,1.4733546679578673,0.003,3,True,low_low
NO2,7,g_028_008,3.4425,-76.55749999999999,7.99008321762085,48.76451110839844,1.1821283146636756,0.003,3,True,low_low
NO2,7,g_028_009,3.4425,-76.5525,8.473761558532715,48.345008850097656,0.4921223273135835,0.034,3,True,low_low
NO2,7,g_028_010,3.4425,-76.5475,9.185179710388184,48.01302719116211,0.01961418749942218,0.398,3,False,not_significant
NO2,7,g_028_011,3.4425,-76.54249999999999,9.86246919631958,47.77269744873047,0.16097933146731697,0.138,1,False,not_significant
NO2,7,g_028_012,3.4425,-76.5375,10.314134120941162,47.627174377441406,0.6367702151635004,0.024,1,True,high_high
NO2,7,g_028_013,3.4425,-76.5325,10.61244773864746,47.57844161987305,1.113409201666326,0.002,1,True,high_high
NO2,7,g_028_014,3.4425,-76.5275,10.763720989227297,47.627174377441406,1.4308479479102865,0.001,1,True,high_high
NO2,7,g_028_015,3.4425,-76.5225,10.81104612350464,47.77269744873047,1.5729668992398511,0.001,1,True,high_high
NO2,7,g_028_016,3.4425,-76.5175,10.83572483062744,48.01302719116211,1.6274702402453136,0.001,1,True,high_high
NO2,7,g_028_017,3.4425,-76.5125,10.819594383239746,48.345008850097656,1.6254310816561806,0.001,1,True,high_high
NO2,7,g_028_018,3.4425,-76.5075,10.829006671905518,48.76451110839844,1.6481815739572276,0.001,1,True,high_high
NO2,7,g_028_019,3.4425,-76.5025,10.849404335021973,49.26667404174805,1.6918960901433,0.001,1,True,high_high
NO2,7,g_028_020,3.4425,-76.4975,10.86327838897705,49.84614562988281,1.7026091048278997,0.001,1,True,high_high
NO2,7,g_028_021,3.4425,-76.49249999999999,10.821099281311035,50.49732208251953,1.5986968464768307,0.001,1,True,high_high
NO2,7,g_028_022,3.4425,-76.4875,10.712109565734863,51.214542388916016,1.3667098598031366,0.001,1,True,high_high
NO2,7,g_028_023,3.4425,-76.4825,10.59299087524414,51.99225997924805,1.1083253855444002,0.002,1,True,high_high
NO2,7,g_028_024,3.4425,-76.47749999999999,10.482574462890623,52.82516479492188,0.9174152551546167,0.005,1,True,high_high
NO2,7,g_028_025,3.4425,-76.4725,10.505274295806885,53.708251953125,0.899077735802664,0.008,1,True,high_high
NO2,7,g_028_026,3.4425,-76.4675,10.58545970916748,54.63687133789063,0.8739670954458124,0.016,1,True,high_high
NO2,7,g_028_027,3.4425,-76.46249999999999,10.326356887817385,55.60676574707031,0.3384621289591359,0.123,1,False,not_significant
NO2,7,g_028_028,3.4425,-76.4575,9.14670991897583,56.61405563354492,0.037926507296319675,0.31,3,False,not_significant
NO2,7,g_028_029,3.4425,-76.4525,8.170438289642334,57.655235290527344,0.5973196881402516,0.047,3,True,low_low
NO2,7,g_028_030,3.4425,-76.44749999999999,8.655089855194092,58.72715759277344,0.3053985558027078,0.082,3,False,not_significant
NO2,7,g_028_031,3.4425,-76.4425,9.399185180664062,59.82699203491211,-0.0007499339597228321,0.5,4,False,not_significant
NO2,7,g_028_032,3.4425,-76.4375,9.891151428222656,60.95221710205078,0.1813100991096726,0.126,1,False,not_significant
NO2,7,g_028_033,3.4425,-76.43249999999999,10.145097732543944,62.10058975219727,0.425729090898781,0.045,1,True,high_high
