grid_id,lat,lon,NO2_t1_pred,NO2_t1_var,NO2_t3_pred,NO2_t3_var,NO2_t7_pred,NO2_t7_var,SO2_t1_pred,SO2_t1_var,SO2_t3_pred,SO2_t3_var,SO2_t7_pred,SO2_t7_var,O3_t1_pred,O3_t1_var,O3_t3_pred,O3_t3_var,O3_t7_pred,O3_t7_var,cluster,mean_prediction_profile,max_prediction_profile,mean_uncertainty_profile
g_035_036,3.4775,-76.41749999999999,9.464625597000122,83.20085144042969,8.927734375,78.5784912109375,10.436105251312256,71.3673095703125,9.690317630767822,133.57891845703125,10.57707977294922,137.6396942138672,10.273578643798828,140.66372680664062,40.71437168121338,87.10699462890625,39.94998121261597,71.16992950439453,42.26316499710083,76.61634826660156,4,20.255217684639824,42.26316499710083,97.7691404554579
g_035_037,3.4775,-76.4125,9.944621562957764,84.8416748046875,9.023328304290771,80.15471649169922,10.260504722595217,72.44410705566406,10.777551174163818,141.38336181640625,12.017632007598875,145.67002868652344,11.480304718017578,148.77484130859375,39.16569900512695,88.12655639648438,38.717689037323,71.6502685546875,40.41290807723999,77.5254898071289,4,20.200026512145996,40.41290807723999,101.174560546875
g_035_038,3.4775,-76.4075,10.870586395263672,86.51350402832031,9.068393230438232,81.76072692871094,9.986092805862429,73.54165649414062,11.95654010772705,149.26132202148438,13.660024166107178,153.7758331298828,12.628282070159912,156.96609497070312,35.410067558288574,89.16790771484375,35.19638013839722,72.14046478271484,35.903950214385986,78.45418548583984,3,19.40892407629225,35.903950214385986,104.6201883951823
g_035_039,3.4775,-76.4025,12.479265213012695,88.21438598632812,9.596832752227783,83.3946533203125,11.210102081298828,74.6586685180664,14.813621997833252,157.20880126953125,15.98611545562744,161.95291137695312,14.980350017547607,165.2328338623047,28.544875144958496,90.22908020019533,28.3467664718628,72.6396255493164,28.170276165008545,79.40068054199219,3,18.23646725548638,28.544875144958496,108.103515625
g_036_000,3.4825,-76.5975,11.82554531097412,70.83881378173828,8.84975290298462,66.7029037475586,10.380427837371826,63.27009201049805,10.1787219196558,106.15719604492188,12.911773443222046,109.31475830078124,12.533406972885132,110.8926773071289,27.97754979133606,88.57211303710938,25.43586492538452,71.88603973388672,23.455022014677525,77.92393493652344,3,15.949785013165739,27.97754979133606,85.06205876668294
g_036_001,3.4825,-76.5925,10.67847490310669,69.75434875488281,8.279545783996582,65.66107940673828,9.113160133361816,62.56137847900391,5.83872652053833,99.02812957763672,9.052435398101808,101.97318267822266,8.456322073936462,103.44612884521484,32.33450698852539,87.51276397705078,29.7933452129364,71.39131164550781,28.200942657887936,76.98019409179688,4,15.749717741376823,32.33450698852539,82.03427971733942
g_036_002,3.4825,-76.58749999999999,10.144688367843628,68.73751068115234,8.15238904953003,64.68421173095703,8.802504539489746,61.89715194702149,4.00197184085846,91.99498748779295,7.468391418457031,94.73045349121094,6.92419958114624,96.0997314453125,34.356391191482544,86.46029663085938,31.945839524269104,70.90049743652344,30.92110189795494,76.04253387451172,4,15.857497490114635,34.356391191482544,79.06081941392686
g_036_003,3.4825,-76.5825,9.905102491378784,67.7921371459961,8.122919082641602,63.7759895324707,8.772747039794922,61.27986907958984,3.2703813314437866,85.05791473388672,6.785745859146118,87.58674621582031,6.345004558563232,88.85365295410156,35.34893989562988,85.41436004638672,33.047985196113586,70.41361236572266,32.42068472504616,75.11063385009766,4,16.002167797750896,35.34893989562988,76.14276843600803
g_036_004,3.4825,-76.5775,9.773734092712402,66.92207336425781,8.079016208648682,62.94010543823242,8.801004409790039,60.71199798583984,2.9577651023864746,78.2164306640625,6.417228102684021,80.54154968261719,6.075287938117981,81.7073745727539,35.97567272186279,84.3746109008789,33.74537146091461,69.93065643310547,33.385790050029755,74.18414306640625,4,16.134541120794083,35.97567272186279,73.2809935675727
g_036_005,3.4825,-76.57249999999999,9.628584384918211,66.13111114501953,8.088409423828125,62.180213928222656,8.8164963722229,60.19596481323242,2.579132318496704,71.4701919555664,5.992055892944336,73.59452819824219,5.720966696739197,74.6605453491211,36.502317667007446,83.34073638916016,34.28639042377472,69.45171356201172,34.192170321941376,73.26274871826172,4,16.200724833541447,36.502317667007446,70.47641711764865
