cluster,n_cells,mean_prediction_profile,max_prediction_profile,mean_uncertainty_profile,lat_mean,lon_mean,risk_rank
0,536,14.096493478194983,34.49013087998575,66.59063890877844,3.384365671641791,-76.53199626865671,4
1,359,13.015159861101713,23.991048167674986,50.10871845183145,3.451218662952646,-76.50776462395542,5
2,372,14.3374921273821,31.795225692532394,99.67794593915859,3.3449731182795697,-76.48299731182796,3
3,221,17.09869988540224,28.88264296605037,102.2975018895889,3.4949660633484165,-76.47770361990949,2
4,432,18.060949776443813,38.29709568288591,81.10931967707819,3.4867476851851853,-76.47989583333332,1
