archivo,ruta,extension,size_mb,fecha_inferida,carpeta_padre,modificado,anio,mes
modis_maiac_aod_2020-11-11.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-11.tif,.tif,0.0032,2020-11-11,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-14.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-14.tif,.tif,0.0026,2020-11-14,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-16.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-16.tif,.tif,0.0019,2020-11-16,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-21.tif,.tif,0.0015,2020-11-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-22.tif,.tif,0.0025,2020-11-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-23.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-23.tif,.tif,0.0016,2020-11-23,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-25.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-25.tif,.tif,0.0015,2020-11-25,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-26.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-26.tif,.tif,0.0014,2020-11-26,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-28.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-28.tif,.tif,0.0024,2020-11-28,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-11-30.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-11-30.tif,.tif,0.0034,2020-11-30,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-11
modis_maiac_aod_2020-12-02.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-02.tif,.tif,0.002,2020-12-02,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-12
modis_maiac_aod_2020-12-03.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-03.tif,.tif,0.0014,2020-12-03,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-12
modis_maiac_aod_2020-12-04.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-04.tif,.tif,0.0027,2020-12-04,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-12
modis_maiac_aod_2020-12-09.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-09.tif,.tif,0.0029,2020-12-09,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-12
modis_maiac_aod_2020-12-11.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-11.tif,.tif,0.0035,2020-12-11,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-12
modis_maiac_aod_2020-12-13.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-13.tif,.tif,0.0035,2020-12-13,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-16.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-16.tif,.tif,0.0032,2020-12-16,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:05,2020.0,2020-12
modis_maiac_aod_2020-12-18.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-18.tif,.tif,0.0033,2020-12-18,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-19.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-19.tif,.tif,0.0025,2020-12-19,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-20.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-20.tif,.tif,0.0039,2020-12-20,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-21.tif,.tif,0.0026,2020-12-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-23.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-23.tif,.tif,0.0034,2020-12-23,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-24.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-24.tif,.tif,0.003,2020-12-24,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-27.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-27.tif,.tif,0.0017,2020-12-27,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-29.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-29.tif,.tif,0.0025,2020-12-29,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-30.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-30.tif,.tif,0.0021,2020-12-30,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2020-12-31.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2020-12-31.tif,.tif,0.0039,2020-12-31,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2020.0,2020-12
modis_maiac_aod_2021-01-01.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-01.tif,.tif,0.0026,2021-01-01,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-03.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-03.tif,.tif,0.002,2021-01-03,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-04.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-04.tif,.tif,0.0016,2021-01-04,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-07.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-07.tif,.tif,0.0028,2021-01-07,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-09.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-09.tif,.tif,0.0021,2021-01-09,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-10.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-10.tif,.tif,0.0038,2021-01-10,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-12.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-12.tif,.tif,0.003,2021-01-12,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-13.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-13.tif,.tif,0.0021,2021-01-13,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-14.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-14.tif,.tif,0.0021,2021-01-14,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-15.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-15.tif,.tif,0.0021,2021-01-15,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-16.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-16.tif,.tif,0.0038,2021-01-16,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-17.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-17.tif,.tif,0.0026,2021-01-17,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-19.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-19.tif,.tif,0.0038,2021-01-19,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-21.tif,.tif,0.0017,2021-01-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:06,2021.0,2021-01
modis_maiac_aod_2021-01-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-22.tif,.tif,0.0037,2021-01-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-01
modis_maiac_aod_2021-01-23.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-23.tif,.tif,0.0026,2021-01-23,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-01
modis_maiac_aod_2021-01-24.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-24.tif,.tif,0.0028,2021-01-24,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-01
modis_maiac_aod_2021-01-29.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-29.tif,.tif,0.0039,2021-01-29,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-01
modis_maiac_aod_2021-01-30.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-30.tif,.tif,0.002,2021-01-30,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-01
modis_maiac_aod_2021-01-31.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-01-31.tif,.tif,0.0052,2021-01-31,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-01
modis_maiac_aod_2021-02-01.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-01.tif,.tif,0.0036,2021-02-01,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-02.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-02.tif,.tif,0.0029,2021-02-02,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-04.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-04.tif,.tif,0.0031,2021-02-04,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-05.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-05.tif,.tif,0.0016,2021-02-05,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-08.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-08.tif,.tif,0.0016,2021-02-08,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-09.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-09.tif,.tif,0.0024,2021-02-09,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-10.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-10.tif,.tif,0.0024,2021-02-10,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-11.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-11.tif,.tif,0.0033,2021-02-11,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-13.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-13.tif,.tif,0.0016,2021-02-13,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-16.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-16.tif,.tif,0.0021,2021-02-16,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-20.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-20.tif,.tif,0.0033,2021-02-20,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-21.tif,.tif,0.002,2021-02-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-22.tif,.tif,0.0016,2021-02-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-02-27.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-02-27.tif,.tif,0.0015,2021-02-27,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-02
modis_maiac_aod_2021-03-03.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-03.tif,.tif,0.0015,2021-03-03,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-03
modis_maiac_aod_2021-03-04.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-04.tif,.tif,0.0034,2021-03-04,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-03
modis_maiac_aod_2021-03-06.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-06.tif,.tif,0.0025,2021-03-06,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-03
modis_maiac_aod_2021-03-09.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-09.tif,.tif,0.002,2021-03-09,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-03
modis_maiac_aod_2021-03-14.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-14.tif,.tif,0.0036,2021-03-14,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:07,2021.0,2021-03
modis_maiac_aod_2021-03-18.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-18.tif,.tif,0.0025,2021-03-18,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-19.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-19.tif,.tif,0.0036,2021-03-19,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-21.tif,.tif,0.004,2021-03-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-22.tif,.tif,0.0016,2021-03-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-26.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-26.tif,.tif,0.0017,2021-03-26,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-28.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-28.tif,.tif,0.0019,2021-03-28,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-29.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-29.tif,.tif,0.0031,2021-03-29,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-03-31.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-03-31.tif,.tif,0.0018,2021-03-31,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-03
modis_maiac_aod_2021-04-02.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-02.tif,.tif,0.0022,2021-04-02,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-05.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-05.tif,.tif,0.0026,2021-04-05,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-11.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-11.tif,.tif,0.002,2021-04-11,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-13.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-13.tif,.tif,0.0028,2021-04-13,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-19.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-19.tif,.tif,0.0027,2021-04-19,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-20.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-20.tif,.tif,0.0032,2021-04-20,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-21.tif,.tif,0.003,2021-04-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-22.tif,.tif,0.0041,2021-04-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-04-25.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-04-25.tif,.tif,0.0026,2021-04-25,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-04
modis_maiac_aod_2021-05-01.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-01.tif,.tif,0.0048,2021-05-01,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-04.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-04.tif,.tif,0.0031,2021-05-04,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-05.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-05.tif,.tif,0.0016,2021-05-05,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-06.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-06.tif,.tif,0.0026,2021-05-06,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-07.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-07.tif,.tif,0.0049,2021-05-07,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-09.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-09.tif,.tif,0.0034,2021-05-09,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-11.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-11.tif,.tif,0.0019,2021-05-11,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-13.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-13.tif,.tif,0.0044,2021-05-13,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-14.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-14.tif,.tif,0.0015,2021-05-14,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:08,2021.0,2021-05
modis_maiac_aod_2021-05-15.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-15.tif,.tif,0.0035,2021-05-15,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-16.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-16.tif,.tif,0.0021,2021-05-16,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-18.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-18.tif,.tif,0.0018,2021-05-18,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-20.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-20.tif,.tif,0.005,2021-05-20,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-21.tif,.tif,0.0026,2021-05-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-22.tif,.tif,0.0014,2021-05-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-23.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-23.tif,.tif,0.0017,2021-05-23,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-25.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-25.tif,.tif,0.0017,2021-05-25,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-27.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-27.tif,.tif,0.0014,2021-05-27,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-29.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-29.tif,.tif,0.0025,2021-05-29,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-30.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-30.tif,.tif,0.0026,2021-05-30,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-05-31.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-05-31.tif,.tif,0.0016,2021-05-31,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-05
modis_maiac_aod_2021-06-01.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-01.tif,.tif,0.0018,2021-06-01,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-02.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-02.tif,.tif,0.0042,2021-06-02,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-03.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-03.tif,.tif,0.0022,2021-06-03,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-12.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-12.tif,.tif,0.0048,2021-06-12,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-14.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-14.tif,.tif,0.0018,2021-06-14,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-15.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-15.tif,.tif,0.0018,2021-06-15,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-16.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-16.tif,.tif,0.0034,2021-06-16,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-17.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-17.tif,.tif,0.002,2021-06-17,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-18.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-18.tif,.tif,0.0015,2021-06-18,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-19.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-19.tif,.tif,0.0042,2021-06-19,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-21.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-21.tif,.tif,0.0023,2021-06-21,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-22.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-22.tif,.tif,0.0035,2021-06-22,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
modis_maiac_aod_2021-06-24.tif,/workspace/geovision-cali-hf/data/modis/modis_maiac_aod_2021-06-24.tif,.tif,0.0014,2021-06-24,/workspace/geovision-cali-hf/data/modis,2026-05-22 03:43:09,2021.0,2021-06
