escenas_ok,volumen_gb_decimal,volumen_gib,fecha_min,fecha_max,tiles_mgrs,anios
198,93.1,86.706,2020-01-02T15:36:11.024Z,2024-12-16T15:36:51.025000Z,"MGRS-18NUJ, MGRS-18NUK","2020, 2021, 2022, 2023, 2024"
