pollutant,horizon_days,left_out_station,status,sample_index,target_date,grid_id,lat,lon,observed,predicted_convlstm,loo_kriged_residual,loo_kriging_variance,loo_kriging_sigma,predicted_corrected_loo,inside_95_sigma_kriging,qa_outlier_extreme_so2
SO2,1,Flora,ok,6,2020-06-16,g_037_016,3.4875,-76.5175,60.06722640991211,8.78018569946289,4.132690462263706,10.559009260972292,3.2494629188486357,12.912876161726595,False,True
SO2,1,Flora,ok,7,2020-07-16,g_037_016,3.4875,-76.5175,84.21043395996094,10.343982696533203,4.051879867285881,10.49295076628729,3.2392824462042964,14.395862563819083,False,True
SO2,1,Flora,ok,8,2020-08-10,g_037_016,3.4875,-76.5175,84.32910919189453,6.936856269836426,3.976588462233138,10.447206073056028,3.2322138037351467,10.913444732069564,False,True
SO2,1,Flora,ok,9,2020-08-25,g_037_016,3.4875,-76.5175,83.01668548583984,7.717572212219238,3.9283701638879593,10.42345122640432,3.228537010226818,11.645942376107197,False,True
